t,sp,unit,r_flw,f_flw,rpm,sps,top,cal%,vol_uL,mass_g,pumpOn
3932300,500,uL/min,911,499,12.9,1374,1421,0,42334,41.064,1
3932320,500,uL/min,843,499,12.9,1374,1421,0,42334,41.064,1
3932341,500,uL/min,781,499,12.9,1374,1421,0,42334,41.064,1
3932362,500,uL/min,696,499,12.9,1374,1421,0,42334,41.064,1
3932383,500,uL/min,617,499,12.9,1374,1421,0,42334,41.064,1
3932404,500,uL/min,637,499,12.9,1374,1421,0,42335,41.065,1
3932424,500,uL/min,716,499,12.9,1374,1421,0,42335,41.065,1
3932445,500,uL/min,714,499,12.9,1374,1421,0,42335,41.065,1
3932466,500,uL/min,575,499,12.9,1374,1421,0,42335,41.065,1
3932486,500,uL/min,631,499,12.9,1374,1421,0,42335,41.065,1
3932507,500,uL/min,555,499,12.9,1374,1421,0,42335,41.065,1
3932528,500,uL/min,568,499,12.9,1374,1421,0,42336,41.066,1
3932549,500,uL/min,555,499,12.9,1374,1420,0,42336,41.066,1
3932569,500,uL/min,534,499,12.9,1374,1420,0,42336,41.066,1
3932590,500,uL/min,533,499,12.9,1374,1420,0,42336,41.066,1
3932611,500,uL/min,475,499,12.9,1374,1420,0,42336,41.066,1
3932632,500,uL/min,417,499,12.9,1374,1420,0,42336,41.066,1
3932652,500,uL/min,-330,499,12.9,1374,1420,0,42337,41.067,1
3932673,500,uL/min,-57,499,12.9,1374,1420,0,42337,41.067,1
3932694,500,uL/min,4,499,12.9,1374,1420,0,42337,41.067,1
3932715,500,uL/min,52,499,12.9,1374,1420,0,42337,41.067,1
3932735,500,uL/min,54,499,12.9,1374,1420,0,42337,41.067,1
3932756,500,uL/min,78,499,12.9,1374,1420,0,42337,41.067,1
3932777,500,uL/min,257,499,12.9,1374,1420,0,42338,41.068,1
3932797,500,uL/min,293,499,12.9,1374,1420,0,42338,41.068,1
3932818,500,uL/min,274,499,12.9,1374,1420,0,42338,41.068,1
3932839,500,uL/min,330,499,12.9,1374,1420,0,42338,41.068,1
3932860,500,uL/min,466,499,12.9,1374,1420,0,42338,41.068,1
3932880,500,uL/min,526,499,12.9,1374,1420,0,42339,41.068,1
3932901,500,uL/min,597,499,12.9,1374,1420,0,42339,41.069,1
3932922,500,uL/min,680,499,12.9,1374,1420,0,42339,41.069,1
3932943,500,uL/min,794,499,12.9,1374,1420,0,42339,41.069,1
3932963,500,uL/min,847,499,12.9,1374,1420,0,42339,41.069,1
3932984,500,uL/min,971,499,12.9,1374,1420,0,42339,41.069,1
3933005,500,uL/min,904,499,12.9,1374,1420,0,42340,41.069,1
3933026,500,uL/min,959,499,12.9,1374,1420,0,42340,41.07,1
3933046,500,uL/min,870,499,12.9,1374,1420,0,42340,41.07,1
3933067,500,uL/min,813,499,12.9,1374,1420,0,42340,41.07,1
3933088,500,uL/min,774,499,12.9,1374,1420,0,42340,41.07,1
3933108,500,uL/min,755,499,12.9,1374,1420,0,42340,41.07,1
3933129,500,uL/min,711,499,12.9,1374,1420,0,42341,41.07,1
3933150,500,uL/min,742,499,12.9,1374,1420,0,42341,41.071,1
3933171,500,uL/min,584,499,12.9,1374,1420,0,42341,41.071,1
3933191,500,uL/min,537,499,12.9,1374,1420,0,42341,41.071,1
3933212,500,uL/min,555,499,12.9,1374,1420,0,42341,41.071,1
3933233,500,uL/min,541,499,12.9,1374,1420,0,42341,41.071,1
3933254,500,uL/min,508,499,12.9,1374,1420,0,42342,41.071,1
3933274,500,uL/min,482,499,12.9,1374,1420,0,42342,41.072,1
3933295,500,uL/min,497,499,12.9,1374,1420,0,42342,41.072,1
3933316,500,uL/min,492,499,12.9,1374,1420,0,42342,41.072,1
3933337,500,uL/min,461,499,12.9,1374,1420,0,42342,41.072,1
3933357,500,uL/min,430,499,12.9,1374,1420,0,42342,41.072,1
3933378,500,uL/min,287,499,12.9,1374,1420,0,42343,41.072,1
3933399,500,uL/min,-216,499,12.9,1374,1420,0,42343,41.073,1
3933420,500,uL/min,-12,499,12.9,1374,1420,0,42343,41.073,1
3933440,500,uL/min,24,499,12.9,1374,1420,0,42343,41.073,1
3933461,500,uL/min,39,499,12.9,1374,1420,0,42343,41.073,1
3933482,500,uL/min,67,499,12.9,1374,1420,0,42344,41.073,1
3933502,500,uL/min,177,499,12.9,1374,1420,0,42344,41.073,1
3933523,500,uL/min,266,499,12.9,1374,1420,0,42344,41.074,1
3933544,500,uL/min,259,499,12.9,1374,1420,0,42344,41.074,1
3933565,500,uL/min,354,499,12.9,1374,1420,0,42344,41.074,1
3933585,500,uL/min,387,499,12.9,1374,1420,0,42344,41.074,1
3933606,500,uL/min,480,499,12.9,1374,1420,0,42345,41.074,1
3933627,500,uL/min,578,499,12.9,1374,1420,0,42345,41.074,1
3933647,500,uL/min,659,499,12.9,1374,1420,0,42345,41.075,1
3933668,500,uL/min,733,499,12.9,1374,1420,0,42345,41.075,1
3933689,500,uL/min,702,499,12.9,1374,1420,0,42345,41.075,1
3933710,500,uL/min,894,499,12.9,1374,1420,0,42345,41.075,1
3933730,500,uL/min,863,499,12.9,1374,1420,0,42346,41.075,1
3933751,500,uL/min,901,499,12.9,1374,1420,0,42346,41.075,1
3933772,500,uL/min,886,499,12.9,1374,1420,0,42346,41.076,1
3933793,500,uL/min,869,499,12.9,1374,1420,0,42346,41.076,1
3933813,500,uL/min,850,499,12.9,1374,1420,0,42346,41.076,1
3933834,500,uL/min,834,499,12.9,1374,1420,0,42346,41.076,1
3933855,500,uL/min,717,499,12.9,1374,1420,0,42347,41.076,1
3933876,500,uL/min,705,499,12.9,1374,1420,0,42347,41.076,1
3933896,500,uL/min,767,499,12.9,1374,1420,0,42347,41.077,1
3933917,500,uL/min,686,499,12.9,1374,1420,0,42347,41.077,1
3933938,500,uL/min,589,499,12.9,1374,1420,0,42347,41.077,1
3933959,500,uL/min,501,499,12.9,1374,1420,0,42347,41.077,1
3933979,500,uL/min,526,499,12.9,1374,1420,0,42348,41.077,1
3934000,500,uL/min,506,499,12.9,1375,1419,0,42348,41.077,1
3934021,500,uL/min,520,499,12.9,1375,1419,0,42348,41.078,1
3934041,500,uL/min,481,499,12.9,1375,1419,0,42348,41.078,1
3934062,500,uL/min,456,499,12.9,1375,1419,0,42348,41.078,1
3934083,500,uL/min,421,499,12.9,1375,1419,0,42349,41.078,1
3934104,500,uL/min,380,499,12.9,1375,1419,0,42349,41.078,1
3934124,500,uL/min,289,499,12.9,1375,1419,0,42349,41.078,1
3934145,500,uL/min,-730,499,12.9,1375,1419,0,42349,41.079,1
3934166,500,uL/min,-13,499,12.9,1375,1419,0,42349,41.079,1
3934187,500,uL/min,4,499,12.9,1375,1419,0,42349,41.079,1
3934207,500,uL/min,70,499,12.9,1375,1419,0,42350,41.079,1
3934228,500,uL/min,165,499,12.9,1375,1419,0,42350,41.079,1
3934249,500,uL/min,216,499,12.9,1375,1419,0,42350,41.079,1
3934270,500,uL/min,304,499,12.9,1375,1419,0,42350,41.08,1
3934290,500,uL/min,322,499,12.9,1375,1419,0,42350,41.08,1
3934311,500,uL/min,435,499,12.9,1375,1419,0,42350,41.08,1
3934332,500,uL/min,486,499,12.9,1375,1419,0,42351,41.08,1
3934353,500,uL/min,650,499,12.9,1375,1419,0,42351,41.08,1
3934373,500,uL/min,566,499,12.9,1375,1419,0,42351,41.08,1
3934394,500,uL/min,601,499,12.9,1375,1419,0,42351,41.081,1
3934415,500,uL/min,721,499,12.9,1375,1419,0,42351,41.081,1
3934435,500,uL/min,915,499,12.9,1375,1419,0,42351,41.081,1
3934456,500,uL/min,791,499,12.9,1375,1419,0,42352,41.081,1
3934477,500,uL/min,814,499,12.9,1375,1419,0,42352,41.081,1
3934498,500,uL/min,880,499,12.9,1375,1419,0,42352,41.081,1
3934518,500,uL/min,815,499,12.9,1375,1419,0,42352,41.082,1
3934539,500,uL/min,797,499,12.9,1375,1419,0,42352,41.082,1
3934560,500,uL/min,766,499,12.9,1375,1419,0,42352,41.082,1
3934580,500,uL/min,744,499,12.9,1375,1419,0,42353,41.082,1
3934601,500,uL/min,741,499,12.9,1375,1419,0,42353,41.082,1
3934622,500,uL/min,742,499,12.9,1375,1419,0,42353,41.082,1
3934643,500,uL/min,708,499,12.9,1375,1419,0,42353,41.083,1
3934663,500,uL/min,680,499,12.9,1375,1419,0,42353,41.083,1
3934684,500,uL/min,641,499,12.9,1375,1419,0,42354,41.083,1
3934705,500,uL/min,575,499,12.9,1375,1419,0,42354,41.083,1
3934726,500,uL/min,596,499,12.9,1375,1419,0,42354,41.083,1
3934746,500,uL/min,480,499,12.9,1375,1419,0,42354,41.083,1
3934767,500,uL/min,494,499,12.9,1375,1419,0,42354,41.084,1
3934788,500,uL/min,401,499,12.9,1375,1419,0,42354,41.084,1
3934808,500,uL/min,411,499,12.9,1375,1419,0,42355,41.084,1
3934829,500,uL/min,399,499,12.9,1375,1419,0,42355,41.084,1
3934850,500,uL/min,-277,499,12.9,1375,1419,0,42355,41.084,1
3934871,500,uL/min,-26,499,12.9,1375,1419,0,42355,41.084,1
3934891,500,uL/min,6,499,12.9,1375,1419,0,42355,41.085,1
3934912,500,uL/min,54,499,12.9,1375,1419,0,42355,41.085,1
3934933,500,uL/min,44,499,12.9,1375,1419,0,42356,41.085,1
3934954,500,uL/min,126,499,12.9,1375,1419,0,42356,41.085,1
3934974,500,uL/min,227,499,12.9,1375,1419,0,42356,41.085,1
3934995,500,uL/min,276,499,12.9,1375,1419,0,42356,41.085,1
3935016,500,uL/min,313,499,12.9,1375,1419,0,42356,41.086,1
3935036,500,uL/min,440,499,12.9,1375,1419,0,42356,41.086,1
3935057,500,uL/min,540,499,12.9,1375,1419,0,42357,41.086,1
3935078,500,uL/min,663,499,12.9,1375,1419,0,42357,41.086,1
3935099,500,uL/min,789,499,12.9,1375,1419,0,42357,41.086,1
3935119,500,uL/min,732,499,12.9,1375,1419,0,42357,41.086,1
3935140,500,uL/min,865,499,12.9,1375,1419,0,42357,41.087,1
3935161,500,uL/min,773,499,12.9,1375,1419,0,42357,41.087,1
3935182,500,uL/min,701,499,12.9,1375,1419,0,42358,41.087,1
3935202,500,uL/min,803,499,12.9,1375,1419,0,42358,41.087,1
3935223,500,uL/min,845,499,12.9,1375,1419,0,42358,41.087,1
3935244,500,uL/min,845,499,12.9,1375,1419,0,42358,41.087,1
3935264,500,uL/min,651,499,12.9,1375,1419,0,42358,41.088,1
3935285,500,uL/min,665,499,12.9,1375,1419,0,42359,41.088,1
3935306,500,uL/min,718,499,12.9,1375,1419,0,42359,41.088,1
3935327,500,uL/min,784,499,12.9,1375,1419,0,42359,41.088,1
3935347,500,uL/min,705,499,12.9,1375,1419,0,42359,41.088,1
3935368,500,uL/min,737,499,12.9,1375,1419,0,42359,41.088,1
3935389,500,uL/min,700,499,12.9,1375,1419,0,42359,41.089,1
3935410,500,uL/min,710,499,12.9,1375,1419,0,42360,41.089,1
3935430,500,uL/min,560,499,12.9,1375,1419,0,42360,41.089,1
3935451,500,uL/min,569,499,12.9,1375,1419,0,42360,41.089,1
3935472,500,uL/min,569,499,12.9,1375,1419,0,42360,41.089,1
3935493,500,uL/min,527,499,12.9,1375,1419,0,42360,41.089,1
3935513,500,uL/min,509,499,12.9,1375,1419,0,42360,41.09,1
3935534,500,uL/min,397,499,12.9,1375,1419,0,42361,41.09,1
3935555,500,uL/min,362,499,12.9,1375,1419,0,42361,41.09,1
3935575,500,uL/min,-71,499,12.9,1375,1419,0,42361,41.09,1
3935596,500,uL/min,-355,499,12.9,1375,1419,0,42361,41.09,1
3935617,500,uL/min,-8,499,12.9,1375,1419,0,42361,41.09,1
3935638,500,uL/min,50,499,12.9,1375,1419,0,42361,41.091,1
3935658,500,uL/min,59,499,12.9,1375,1419,0,42362,41.091,1
3935679,500,uL/min,99,499,12.9,1375,1419,0,42362,41.091,1
3935700,500,uL/min,223,499,12.9,1375,1419,0,42362,41.091,1
3935721,500,uL/min,239,499,12.9,1375,1419,0,42362,41.091,1
3935741,500,uL/min,276,499,12.9,1375,1419,0,42362,41.091,1
3935762,500,uL/min,402,499,12.9,1375,1419,0,42362,41.092,1
3935783,500,uL/min,464,499,12.9,1375,1419,0,42363,41.092,1
3935804,500,uL/min,558,499,12.9,1375,1419,0,42363,41.092,1
3935824,500,uL/min,695,499,12.9,1375,1419,0,42363,41.092,1
3935845,500,uL/min,760,499,12.9,1375,1419,0,42363,41.092,1
3935866,500,uL/min,779,499,12.9,1375,1419,0,42363,41.092,1
3935886,500,uL/min,847,499,12.9,1375,1419,0,42364,41.093,1
3935907,500,uL/min,986,499,12.9,1375,1419,0,42364,41.093,1
3935928,500,uL/min,864,499,12.9,1375,1419,0,42364,41.093,1
3935949,500,uL/min,809,499,12.9,1375,1419,0,42364,41.093,1
3935969,500,uL/min,685,499,12.9,1375,1419,0,42364,41.093,1
3935990,500,uL/min,717,499,12.9,1375,1419,0,42364,41.093,1
3936011,500,uL/min,688,499,12.9,1375,1419,0,42365,41.094,1
3936032,500,uL/min,660,499,12.9,1375,1419,0,42365,41.094,1
3936052,500,uL/min,610,499,12.9,1375,1419,0,42365,41.094,1
3936073,500,uL/min,620,499,12.9,1375,1419,0,42365,41.094,1
3936094,500,uL/min,665,499,12.9,1375,1419,0,42365,41.094,1
3936114,500,uL/min,667,499,12.9,1375,1419,0,42365,41.094,1
3936135,500,uL/min,622,499,12.9,1375,1419,0,42366,41.095,1
3936156,500,uL/min,610,499,12.9,1375,1419,0,42366,41.095,1
3936177,500,uL/min,616,499,12.9,1375,1419,0,42366,41.095,1
3936197,500,uL/min,571,499,12.9,1375,1419,0,42366,41.095,1
3936218,500,uL/min,516,499,12.9,1375,1419,0,42366,41.095,1
3936239,500,uL/min,507,499,12.9,1375,1419,0,42366,41.095,1
3936260,500,uL/min,478,499,12.9,1375,1419,0,42367,41.096,1
3936280,500,uL/min,438,499,12.9,1375,1419,0,42367,41.096,1
3936301,500,uL/min,47,499,12.9,1375,1419,0,42367,41.096,1
3936322,500,uL/min,-368,499,12.9,1375,1419,0,42367,41.096,1
3936343,500,uL/min,-14,499,12.9,1375,1419,0,42367,41.096,1
3936363,500,uL/min,32,499,12.9,1375,1419,0,42367,41.096,1
3936384,500,uL/min,48,499,12.9,1375,1419,0,42368,41.097,1
3936405,500,uL/min,62,499,12.9,1375,1419,0,42368,41.097,1
3936426,500,uL/min,240,499,12.9,1375,1419,0,42368,41.097,1
3936446,500,uL/min,289,499,12.9,1375,1419,0,42368,41.097,1
3936467,500,uL/min,293,499,12.9,1375,1419,0,42368,41.097,1
3936488,500,uL/min,311,499,12.9,1374,1420,0,42369,41.097,1
3936508,500,uL/min,433,499,12.9,1374,1420,0,42369,41.098,1
3936529,500,uL/min,540,499,12.9,1374,1420,0,42369,41.098,1
3936550,500,uL/min,670,499,12.9,1374,1420,0,42369,41.098,1
3936571,500,uL/min,717,500,12.9,1374,1420,0,42369,41.098,1
3936591,500,uL/min,763,500,12.9,1374,1420,0,42369,41.098,1
3936612,500,uL/min,829,500,12.9,1374,1420,0,42370,41.098,1
3936633,500,uL/min,947,500,12.9,1374,1420,0,42370,41.099,1
3936654,500,uL/min,868,500,12.9,1374,1420,0,42370,41.099,1
3936674,500,uL/min,841,500,12.9,1374,1420,0,42370,41.099,1
3936695,500,uL/min,904,500,12.9,1374,1420,0,42370,41.099,1
3936716,500,uL/min,792,500,12.9,1374,1420,0,42370,41.099,1
3936737,500,uL/min,699,500,12.9,1374,1420,0,42371,41.099,1
3936757,500,uL/min,625,500,12.9,1374,1420,0,42371,41.1,1
3936778,500,uL/min,671,500,12.9,1374,1420,0,42371,41.1,1
3936799,500,uL/min,626,500,12.9,1374,1420,0,42371,41.1,1
3936820,500,uL/min,659,500,12.9,1374,1420,0,42371,41.1,1
3936840,500,uL/min,598,500,12.9,1374,1420,0,42371,41.1,1
3936861,500,uL/min,580,500,12.9,1374,1420,0,42372,41.1,1
3936882,500,uL/min,569,500,12.9,1374,1420,0,42372,41.101,1
3936903,500,uL/min,574,500,12.9,1374,1420,0,42372,41.101,1
3936923,500,uL/min,557,500,12.9,1374,1420,0,42372,41.101,1
3936944,500,uL/min,538,500,12.9,1374,1420,0,42372,41.101,1
3936965,500,uL/min,510,500,12.9,1374,1420,0,42372,41.101,1
3936986,500,uL/min,473,500,12.9,1374,1420,0,42373,41.101,1
3937006,500,uL/min,452,500,12.9,1374,1420,0,42373,41.102,1
3937027,500,uL/min,-46,500,12.9,1374,1420,0,42373,41.102,1
3937048,500,uL/min,-234,500,12.9,1374,1420,0,42373,41.102,1
3937069,500,uL/min,-11,500,12.9,1374,1420,0,42373,41.102,1
3937089,500,uL/min,55,500,12.9,1374,1420,0,42374,41.102,1
3937110,500,uL/min,58,500,12.9,1374,1420,0,42374,41.102,1
3937131,500,uL/min,73,500,12.9,1374,1420,0,42374,41.103,1
3937152,500,uL/min,212,500,12.9,1374,1420,0,42374,41.103,1
3937172,500,uL/min,310,500,12.9,1374,1420,0,42374,41.103,1
3937193,500,uL/min,282,500,12.9,1374,1420,0,42374,41.103,1
3937214,500,uL/min,330,500,12.9,1374,1420,0,42375,41.103,1
3937235,500,uL/min,462,500,12.9,1374,1420,0,42375,41.103,1
3937256,500,uL/min,510,500,12.9,1374,1420,0,42375,41.104,1
3937276,500,uL/min,582,500,12.9,1374,1420,0,42375,41.104,1
3937297,500,uL/min,701,500,12.9,1374,1420,0,42375,41.104,1
3937318,500,uL/min,735,500,12.9,1374,1420,0,42375,41.104,1
3937338,500,uL/min,811,500,12.9,1374,1420,0,42376,41.104,1
3937359,500,uL/min,899,500,12.9,1374,1420,0,42376,41.104,1
3937380,500,uL/min,877,500,12.9,1374,1420,0,42376,41.105,1
3937401,500,uL/min,962,500,12.9,1374,1420,0,42376,41.105,1
3937421,500,uL/min,847,500,12.9,1374,1420,0,42376,41.105,1
3937442,500,uL/min,809,500,12.9,1374,1420,0,42376,41.105,1
3937463,500,uL/min,839,500,12.9,1374,1420,0,42377,41.105,1
3937484,500,uL/min,752,500,12.9,1374,1420,0,42377,41.105,1
3937504,500,uL/min,793,500,12.9,1374,1420,0,42377,41.106,1
3937525,500,uL/min,677,500,12.9,1374,1420,0,42377,41.106,1
3937546,500,uL/min,715,500,12.9,1374,1420,0,42377,41.106,1
3937567,500,uL/min,540,500,12.9,1374,1420,0,42378,41.106,1
3937587,500,uL/min,557,500,12.9,1374,1420,0,42378,41.106,1
3937608,500,uL/min,529,500,12.9,1374,1420,0,42378,41.107,1
3937629,500,uL/min,526,501,12.9,1374,1420,0,42378,41.107,1
3937650,500,uL/min,481,501,12.9,1374,1420,0,42378,41.107,1
3937670,500,uL/min,524,501,12.9,1374,1420,0,42378,41.107,1
3937691,500,uL/min,463,501,12.9,1374,1420,0,42379,41.107,1
3937712,500,uL/min,446,501,12.9,1374,1420,0,42379,41.107,1
3937733,500,uL/min,425,501,12.9,1374,1420,0,42379,41.108,1
3937753,500,uL/min,194,501,12.9,1374,1420,0,42379,41.108,1
3937774,500,uL/min,-135,501,12.9,1374,1420,0,42379,41.108,1
3937795,500,uL/min,4,501,12.9,1374,1420,0,42379,41.108,1
3937816,500,uL/min,51,501,12.9,1374,1420,0,42380,41.108,1
3937836,500,uL/min,47,501,12.9,1374,1420,0,42380,41.108,1
3937857,500,uL/min,88,501,12.9,1374,1420,0,42380,41.109,1
3937878,500,uL/min,225,501,12.9,1374,1420,0,42380,41.109,1
3937898,500,uL/min,280,501,12.9,1374,1420,0,42380,41.109,1
3937919,500,uL/min,290,501,12.9,1374,1420,0,42380,41.109,1
3937940,500,uL/min,329,501,12.9,1374,1420,0,42381,41.109,1
3937961,500,uL/min,411,501,12.9,1374,1420,0,42381,41.109,1
3937981,500,uL/min,474,501,12.9,1374,1420,0,42381,41.11,1
3938002,500,uL/min,596,501,12.9,1374,1420,0,42381,41.11,1
3938023,500,uL/min,720,501,12.9,1374,1420,0,42381,41.11,1
3938044,500,uL/min,672,501,12.9,1374,1420,0,42381,41.11,1
3938064,500,uL/min,769,501,12.9,1374,1420,0,42382,41.11,1
3938085,500,uL/min,824,501,12.9,1374,1420,0,42382,41.11,1
3938106,500,uL/min,854,501,12.9,1374,1420,0,42382,41.111,1
3938126,500,uL/min,893,501,12.9,1374,1420,0,42382,41.111,1
3938147,500,uL/min,829,501,12.9,1374,1420,0,42382,41.111,1
3938168,500,uL/min,813,501,12.9,1374,1420,0,42383,41.111,1
3938189,500,uL/min,868,501,12.9,1374,1420,0,42383,41.111,1
3938209,500,uL/min,775,501,12.9,1374,1420,0,42383,41.111,1
3938230,500,uL/min,713,501,12.9,1374,1420,0,42383,41.112,1
3938251,500,uL/min,769,501,12.9,1374,1420,0,42383,41.112,1
3938272,500,uL/min,743,501,12.9,1374,1420,0,42383,41.112,1
3938292,500,uL/min,693,501,12.9,1374,1420,0,42384,41.112,1
3938313,500,uL/min,613,501,12.9,1374,1420,0,42384,41.112,1
3938334,500,uL/min,583,501,12.9,1374,1420,0,42384,41.112,1
3938354,500,uL/min,464,501,12.9,1374,1420,0,42384,41.113,1
3938375,500,uL/min,458,501,12.9,1374,1420,0,42384,41.113,1
3938396,500,uL/min,474,501,12.9,1374,1420,0,42384,41.113,1
3938417,500,uL/min,451,501,12.9,1374,1420,0,42385,41.113,1
3938437,500,uL/min,435,501,12.9,1374,1420,0,42385,41.113,1
3938458,500,uL/min,421,501,12.9,1374,1420,0,42385,41.113,1
3938479,500,uL/min,343,501,12.9,1374,1420,0,42385,41.114,1
3938500,500,uL/min,-434,501,12.9,1374,1420,0,42385,41.114,1
3938520,500,uL/min,1,501,12.9,1374,1420,0,42385,41.114,1
3938541,500,uL/min,34,501,12.9,1374,1420,0,42386,41.114,1
3938562,500,uL/min,49,501,12.9,1374,1420,0,42386,41.114,1
3938583,500,uL/min,80,501,12.9,1374,1420,0,42386,41.114,1
3938603,500,uL/min,181,501,12.9,1374,1420,0,42386,41.115,1
3938624,500,uL/min,229,501,12.9,1374,1420,0,42386,41.115,1
3938645,500,uL/min,266,501,12.9,1374,1420,0,42386,41.115,1
3938665,500,uL/min,309,501,12.9,1374,1421,0,42387,41.115,1
3938686,500,uL/min,420,501,12.9,1374,1421,0,42387,41.115,1
3938707,500,uL/min,567,501,12.9,1374,1421,0,42387,41.115,1
3938728,500,uL/min,572,501,12.9,1374,1421,0,42387,41.116,1
3938748,500,uL/min,603,501,12.9,1374,1421,0,42387,41.116,1
3938769,500,uL/min,659,501,12.9,1374,1421,0,42388,41.116,1
3938790,500,uL/min,684,501,12.9,1374,1421,0,42388,41.116,1
3938811,500,uL/min,848,501,12.9,1374,1421,0,42388,41.116,1
3938831,500,uL/min,832,501,12.9,1374,1421,0,42388,41.116,1
3938852,500,uL/min,795,501,12.9,1374,1421,0,42388,41.117,1
3938873,500,uL/min,805,501,12.9,1374,1421,0,42388,41.117,1
3938893,500,uL/min,843,501,12.9,1374,1421,0,42389,41.117,1
3938914,500,uL/min,802,501,12.9,1374,1421,0,42389,41.117,1
3938935,500,uL/min,845,501,12.9,1374,1421,0,42389,41.117,1
3938956,500,uL/min,764,501,12.9,1374,1421,0,42389,41.117,1
3938976,500,uL/min,758,501,12.9,1374,1421,0,42389,41.118,1
3938997,500,uL/min,719,501,12.9,1374,1421,0,42389,41.118,1
3939018,500,uL/min,698,501,12.9,1374,1421,0,42390,41.118,1
3939039,500,uL/min,670,501,12.9,1374,1421,0,42390,41.118,1
3939059,500,uL/min,638,501,12.9,1374,1421,0,42390,41.118,1
3939080,500,uL/min,652,501,12.9,1374,1421,0,42390,41.118,1
3939101,500,uL/min,536,501,12.9,1374,1421,0,42390,41.119,1
3939122,500,uL/min,482,501,12.9,1374,1421,0,42390,41.119,1
3939142,500,uL/min,440,501,12.9,1374,1421,0,42391,41.119,1
3939163,500,uL/min,415,501,12.9,1374,1421,0,42391,41.119,1
3939184,500,uL/min,423,501,12.9,1374,1421,0,42391,41.119,1
3939205,500,uL/min,378,501,12.9,1374,1421,0,42391,41.119,1
3939225,500,uL/min,123,501,12.9,1374,1421,0,42391,41.12,1
3939246,500,uL/min,-41,501,12.9,1374,1421,0,42392,41.12,1
3939267,500,uL/min,-561,501,12.9,1374,1421,0,42392,41.12,1
3939287,500,uL/min,-26,501,12.9,1374,1421,0,42392,41.12,1
3939308,500,uL/min,19,501,12.9,1374,1421,0,42392,41.12,1
3939329,500,uL/min,155,501,12.9,1374,1421,0,42392,41.12,1
3939350,500,uL/min,174,501,12.9,1374,1421,0,42392,41.121,1
3939370,500,uL/min,245,501,12.9,1374,1421,0,42393,41.121,1
3939391,500,uL/min,316,501,12.9,1374,1421,0,42393,41.121,1
3939412,500,uL/min,431,501,12.9,1374,1421,0,42393,41.121,1
3939432,500,uL/min,545,501,12.9,1374,1421,0,42393,41.121,1
3939453,500,uL/min,667,501,12.9,1374,1421,0,42393,41.121,1
3939474,500,uL/min,764,501,12.9,1374,1421,0,42393,41.122,1
3939495,500,uL/min,715,501,12.9,1374,1421,0,42394,41.122,1
3939515,500,uL/min,718,501,12.9,1374,1421,0,42394,41.122,1
3939536,500,uL/min,857,501,12.9,1374,1421,0,42394,41.122,1
3939557,500,uL/min,764,501,12.9,1374,1421,0,42394,41.122,1
3939578,500,uL/min,809,501,12.9,1374,1421,0,42394,41.122,1
3939598,500,uL/min,790,501,12.9,1374,1421,0,42394,41.123,1
3939619,500,uL/min,718,501,12.9,1374,1421,0,42395,41.123,1
3939640,500,uL/min,697,501,12.9,1374,1421,0,42395,41.123,1
3939661,500,uL/min,764,501,12.9,1374,1421,0,42395,41.123,1
3939681,500,uL/min,736,501,12.9,1374,1421,0,42395,41.123,1
3939702,500,uL/min,787,501,12.9,1374,1421,0,42395,41.123,1
3939723,500,uL/min,763,501,12.9,1374,1421,0,42395,41.124,1
3939743,500,uL/min,786,501,12.9,1374,1421,0,42396,41.124,1
3939764,500,uL/min,704,501,12.9,1374,1421,0,42396,41.124,1
3939785,500,uL/min,657,501,12.9,1374,1421,0,42396,41.124,1
3939806,500,uL/min,571,501,12.9,1374,1421,0,42396,41.124,1
3939826,500,uL/min,576,501,12.9,1374,1421,0,42396,41.124,1
3939847,500,uL/min,605,501,12.9,1374,1421,0,42397,41.125,1
3939868,500,uL/min,513,501,12.9,1374,1421,0,42397,41.125,1
3939889,500,uL/min,434,501,12.9,1374,1421,0,42397,41.125,1
3939909,500,uL/min,445,501,12.9,1374,1421,0,42397,41.125,1
3939930,500,uL/min,344,501,12.9,1374,1421,0,42397,41.125,1
3939951,500,uL/min,163,501,12.9,1374,1421,0,42397,41.125,1
3939972,500,uL/min,-536,501,12.9,1374,1421,0,42398,41.126,1
3939992,500,uL/min,-39,501,12.9,1374,1421,0,42398,41.126,1
3940013,500,uL/min,17,501,12.9,1374,1421,0,42398,41.126,1
3940034,500,uL/min,51,501,12.9,1374,1421,0,42398,41.126,1
3940055,500,uL/min,107,501,12.9,1374,1421,0,42398,41.126,1
3940075,500,uL/min,218,501,12.9,1374,1421,0,42398,41.126,1
3940096,500,uL/min,246,501,12.9,1374,1421,0,42399,41.127,1
3940117,500,uL/min,267,501,12.9,1374,1421,0,42399,41.127,1
3940138,500,uL/min,367,501,12.9,1374,1421,0,42399,41.127,1
3940158,500,uL/min,452,501,12.9,1374,1421,0,42399,41.127,1
3940179,500,uL/min,583,501,12.9,1374,1421,0,42399,41.127,1
3940200,500,uL/min,694,501,12.9,1374,1421,0,42399,41.127,1
3940220,500,uL/min,746,501,12.9,1374,1421,0,42400,41.128,1
3940241,500,uL/min,742,501,12.9,1374,1421,0,42400,41.128,1
3940262,500,uL/min,915,501,12.9,1374,1421,0,42400,41.128,1
3940282,500,uL/min,876,501,12.9,1374,1421,0,42400,41.128,1
