t,sp,unit,r_flw,f_flw,rpm_cmd,rpm_sp,sps,top,cal%,vol_uL,mass_g,pumpOn
147349,5,rpm,959,272,5.0,5.0,533,3661,0,579,0.561,1
147370,5,rpm,122,272,5.0,5.0,533,3661,0,579,0.561,1
147390,5,rpm,347,272,5.0,5.0,533,3661,0,579,0.562,1
147411,5,rpm,843,272,5.0,5.0,533,3661,0,579,0.562,1
147432,5,rpm,173,272,5.0,5.0,533,3661,0,579,0.562,1
147452,5,rpm,360,272,5.0,5.0,533,3661,0,579,0.562,1
147473,5,rpm,776,272,5.0,5.0,533,3661,0,579,0.562,1
147493,5,rpm,264,272,5.0,5.0,533,3661,0,579,0.562,1
147514,5,rpm,1057,272,5.0,5.0,533,3661,0,579,0.562,1
147535,5,rpm,75,272,5.0,5.0,533,3661,0,580,0.562,1
147555,5,rpm,331,272,5.0,5.0,533,3661,0,580,0.562,1
147576,5,rpm,910,272,5.0,5.0,533,3661,0,580,0.562,1
147596,5,rpm,144,272,5.0,5.0,533,3661,0,580,0.562,1
147617,5,rpm,351,272,5.0,5.0,533,3661,0,580,0.563,1
147638,5,rpm,809,272,5.0,5.0,533,3661,0,580,0.563,1
147658,5,rpm,180,272,5.0,5.0,533,3661,0,580,0.563,1
147679,5,rpm,408,272,5.0,5.0,533,3661,0,580,0.563,1
147699,5,rpm,622,272,5.0,5.0,533,3661,0,580,0.563,1
147720,5,rpm,261,272,5.0,5.0,533,3661,0,580,0.563,1
147741,5,rpm,962,272,5.0,5.0,533,3661,0,580,0.563,1
147761,5,rpm,79,272,5.0,5.0,533,3661,0,581,0.563,1
147782,5,rpm,276,271,5.0,5.0,533,3661,0,581,0.563,1
147802,5,rpm,843,271,5.0,5.0,533,3661,0,581,0.563,1
147823,5,rpm,125,271,5.0,5.0,533,3661,0,581,0.563,1
147844,5,rpm,264,271,5.0,5.0,533,3661,0,581,0.564,1
147864,5,rpm,758,271,5.0,5.0,533,3661,0,581,0.564,1
147885,5,rpm,137,271,5.0,5.0,533,3661,0,581,0.564,1
147906,5,rpm,718,271,5.0,5.0,533,3661,0,581,0.564,1
147926,5,rpm,216,271,5.0,5.0,533,3661,0,581,0.564,1
147947,5,rpm,176,271,5.0,5.0,533,3661,0,581,0.564,1
147967,5,rpm,789,271,5.0,5.0,533,3661,0,582,0.564,1
147988,5,rpm,67,271,5.0,5.0,533,3661,0,582,0.564,1
148008,5,rpm,169,271,5.0,5.0,533,3661,0,582,0.564,1
148029,5,rpm,598,271,5.0,5.0,533,3661,0,582,0.564,1
148050,5,rpm,80,271,5.0,5.0,533,3661,0,582,0.564,1
148070,5,rpm,118,271,5.0,5.0,533,3661,0,582,0.565,1
148091,5,rpm,-440,271,5.0,5.0,533,3661,0,582,0.565,1
148111,5,rpm,-375,271,5.0,5.0,533,3661,0,582,0.565,1
148132,5,rpm,-1754,271,5.0,5.0,533,3661,0,582,0.565,1
148153,5,rpm,-301,271,5.0,5.0,533,3661,0,582,0.565,1
148173,5,rpm,-116,271,5.0,5.0,533,3661,0,582,0.565,1
148194,5,rpm,-44,271,5.0,5.0,533,3661,0,583,0.565,1
148214,5,rpm,-20,271,5.0,5.0,533,3661,0,583,0.565,1
148235,5,rpm,-72,271,5.0,5.0,533,3661,0,583,0.565,1
148256,5,rpm,-103,271,5.0,5.0,533,3661,0,583,0.565,1
148276,5,rpm,-38,271,5.0,5.0,533,3661,0,583,0.565,1
148297,5,rpm,-56,271,5.0,5.0,533,3661,0,583,0.566,1
148317,5,rpm,-48,271,5.0,5.0,533,3661,0,583,0.566,1
148338,5,rpm,-37,271,5.0,5.0,533,3661,0,583,0.566,1
148358,5,rpm,-49,271,5.0,5.0,533,3661,0,583,0.566,1
148379,5,rpm,-12,271,5.0,5.0,533,3661,0,583,0.566,1
148400,5,rpm,-18,271,5.0,5.0,533,3661,0,583,0.566,1
148420,5,rpm,-13,271,5.0,5.0,533,3661,0,584,0.566,1
148441,5,rpm,-7,271,5.0,5.0,533,3661,0,584,0.566,1
148462,5,rpm,-3,271,5.0,5.0,533,3661,0,584,0.566,1
148482,5,rpm,15,271,5.0,5.0,533,3661,0,584,0.566,1
148503,5,rpm,14,271,5.0,5.0,533,3661,0,584,0.566,1
148523,5,rpm,34,271,5.0,5.0,533,3661,0,584,0.566,1
148544,5,rpm,125,271,5.0,5.0,533,3661,0,584,0.567,1
148564,5,rpm,77,271,5.0,5.0,533,3661,0,584,0.567,1
148585,5,rpm,233,271,5.0,5.0,533,3661,0,584,0.567,1
148606,5,rpm,134,271,5.0,5.0,533,3661,0,584,0.567,1
148626,5,rpm,131,272,5.0,5.0,533,3661,0,584,0.567,1
148647,5,rpm,567,272,5.0,5.0,533,3661,0,585,0.567,1
148668,5,rpm,94,272,5.0,5.0,533,3661,0,585,0.567,1
148688,5,rpm,209,272,5.0,5.0,533,3661,0,585,0.567,1
148709,5,rpm,757,272,5.0,5.0,533,3661,0,585,0.567,1
148729,5,rpm,132,272,5.0,5.0,533,3661,0,585,0.567,1
148750,5,rpm,296,272,5.0,5.0,533,3661,0,585,0.567,1
148771,5,rpm,772,272,5.0,5.0,533,3661,0,585,0.568,1
148791,5,rpm,214,272,5.0,5.0,533,3661,0,585,0.568,1
148812,5,rpm,959,272,5.0,5.0,533,3661,0,585,0.568,1
148832,5,rpm,79,272,5.0,5.0,533,3661,0,585,0.568,1
148853,5,rpm,298,272,5.0,5.0,533,3661,0,586,0.568,1
148874,5,rpm,948,272,5.0,5.0,533,3661,0,586,0.568,1
148894,5,rpm,140,272,5.0,5.0,533,3661,0,586,0.568,1
148915,5,rpm,339,272,5.0,5.0,533,3661,0,586,0.568,1
148936,5,rpm,826,272,5.0,5.0,533,3661,0,586,0.568,1
148956,5,rpm,207,272,5.0,5.0,533,3661,0,586,0.568,1
148977,5,rpm,636,272,5.0,5.0,533,3661,0,586,0.568,1
148998,5,rpm,480,272,5.0,5.0,533,3661,0,586,0.569,1
149018,5,rpm,319,272,5.0,5.0,533,3661,0,586,0.569,1
149039,5,rpm,999,272,5.0,5.0,533,3661,0,586,0.569,1
149059,5,rpm,91,272,5.0,5.0,533,3661,0,586,0.569,1
149080,5,rpm,353,272,5.0,5.0,533,3661,0,587,0.569,1
149101,5,rpm,893,272,5.0,5.0,533,3661,0,587,0.569,1
149121,5,rpm,133,272,5.0,5.0,533,3661,0,587,0.569,1
149142,5,rpm,368,272,5.0,5.0,533,3661,0,587,0.569,1
149163,5,rpm,805,272,5.0,5.0,533,3661,0,587,0.569,1
149183,5,rpm,238,272,5.0,5.0,533,3661,0,587,0.569,1
149204,5,rpm,765,272,5.0,5.0,533,3661,0,587,0.569,1
149224,5,rpm,271,272,5.0,5.0,533,3661,0,587,0.57,1
149245,5,rpm,342,272,5.0,5.0,533,3661,0,587,0.57,1
149265,5,rpm,969,272,5.0,5.0,533,3661,0,587,0.57,1
149286,5,rpm,109,272,5.0,5.0,533,3661,0,587,0.57,1
149307,5,rpm,357,271,5.0,5.0,533,3661,0,588,0.57,1
149327,5,rpm,860,271,5.0,5.0,533,3661,0,588,0.57,1
149348,5,rpm,168,271,5.0,5.0,533,3661,0,588,0.57,1
149368,5,rpm,353,271,5.0,5.0,533,3661,0,588,0.57,1
149389,5,rpm,802,271,5.0,5.0,533,3661,0,588,0.57,1
149410,5,rpm,248,271,5.0,5.0,533,3661,0,588,0.57,1
149430,5,rpm,889,271,5.0,5.0,533,3661,0,588,0.57,1
149451,5,rpm,154,271,5.0,5.0,533,3661,0,588,0.571,1
149471,5,rpm,327,271,5.0,5.0,533,3661,0,588,0.571,1
149492,5,rpm,899,271,5.0,5.0,533,3661,0,588,0.571,1
149513,5,rpm,117,271,5.0,5.0,533,3661,0,588,0.571,1
149533,5,rpm,320,271,5.0,5.0,533,3661,0,589,0.571,1
149554,5,rpm,833,271,5.0,5.0,533,3661,0,589,0.571,1
149574,5,rpm,149,271,5.0,5.0,533,3661,0,589,0.571,1
149595,5,rpm,300,271,5.0,5.0,533,3661,0,589,0.571,1
149615,5,rpm,762,271,5.0,5.0,533,3661,0,589,0.571,1
149636,5,rpm,236,271,5.0,5.0,533,3661,0,589,0.571,1
149657,5,rpm,911,271,5.0,5.0,533,3661,0,589,0.571,1
149677,5,rpm,79,271,5.0,5.0,533,3661,0,589,0.572,1
149698,5,rpm,244,271,5.0,5.0,533,3661,0,589,0.572,1
149718,5,rpm,830,270,5.0,5.0,533,3661,0,589,0.572,1
149739,5,rpm,89,270,5.0,5.0,533,3661,0,590,0.572,1
149760,5,rpm,229,270,5.0,5.0,533,3661,0,590,0.572,1
149780,5,rpm,743,270,5.0,5.0,533,3661,0,590,0.572,1
149801,5,rpm,120,270,5.0,5.0,533,3661,0,590,0.572,1
149822,5,rpm,478,270,5.0,5.0,533,3661,0,590,0.572,1
149842,5,rpm,329,270,5.0,5.0,533,3661,0,590,0.572,1
149863,5,rpm,159,270,5.0,5.0,533,3661,0,590,0.572,1
149883,5,rpm,663,270,5.0,5.0,533,3661,0,590,0.572,1
149904,5,rpm,75,270,5.0,5.0,533,3661,0,590,0.573,1
149925,5,rpm,152,270,5.0,5.0,533,3661,0,590,0.573,1
149945,5,rpm,483,270,5.0,5.0,533,3661,0,590,0.573,1
149966,5,rpm,68,270,5.0,5.0,533,3661,0,591,0.573,1
149986,5,rpm,93,270,5.0,5.0,533,3661,0,591,0.573,1
150007,5,rpm,-962,270,5.0,5.0,533,3661,0,591,0.573,1
150028,5,rpm,-1019,270,5.0,5.0,533,3661,0,591,0.573,1
150048,5,rpm,-286,270,5.0,5.0,533,3661,0,591,0.573,1
150069,5,rpm,-74,270,5.0,5.0,533,3661,0,591,0.573,1
150090,5,rpm,-12,270,5.0,5.0,533,3661,0,591,0.573,1
150110,5,rpm,-113,270,5.0,5.0,533,3661,0,591,0.573,1
150131,5,rpm,-59,271,5.0,5.0,533,3661,0,591,0.574,1
150151,5,rpm,-67,271,5.0,5.0,533,3661,0,591,0.574,1
150172,5,rpm,-88,271,5.0,5.0,533,3661,0,591,0.574,1
150193,5,rpm,-37,271,5.0,5.0,533,3661,0,592,0.574,1
150213,5,rpm,-57,271,5.0,5.0,533,3661,0,592,0.574,1
150234,5,rpm,-57,271,5.0,5.0,533,3661,0,592,0.574,1
150254,5,rpm,-29,271,5.0,5.0,533,3661,0,592,0.574,1
150275,5,rpm,-33,271,5.0,5.0,533,3661,0,592,0.574,1
150296,5,rpm,-7,271,5.0,5.0,533,3661,0,592,0.574,1
150316,5,rpm,-9,271,5.0,5.0,533,3661,0,592,0.574,1
150337,5,rpm,1,271,5.0,5.0,533,3661,0,592,0.574,1
150357,5,rpm,5,271,5.0,5.0,533,3661,0,592,0.575,1
150378,5,rpm,13,271,5.0,5.0,533,3661,0,592,0.575,1
150399,5,rpm,57,271,5.0,5.0,533,3661,0,592,0.575,1
150419,5,rpm,36,272,5.0,5.0,533,3661,0,593,0.575,1
150440,5,rpm,69,272,5.0,5.0,533,3661,0,593,0.575,1
150461,5,rpm,230,272,5.0,5.0,533,3661,0,593,0.575,1
150481,5,rpm,95,272,5.0,5.0,533,3661,0,593,0.575,1
150502,5,rpm,409,272,5.0,5.0,533,3661,0,593,0.575,1
150522,5,rpm,104,272,5.0,5.0,533,3661,0,593,0.575,1
150543,5,rpm,166,272,5.0,5.0,533,3661,0,593,0.575,1
150564,5,rpm,731,272,5.0,5.0,533,3661,0,593,0.575,1
150584,5,rpm,94,272,5.0,5.0,533,3661,0,593,0.576,1
150605,5,rpm,218,272,5.0,5.0,533,3661,0,593,0.576,1
150625,5,rpm,767,272,5.0,5.0,533,3661,0,594,0.576,1
150646,5,rpm,141,273,5.0,5.0,533,3661,0,594,0.576,1
150667,5,rpm,422,273,5.0,5.0,533,3661,0,594,0.576,1
150687,5,rpm,546,273,5.0,5.0,533,3661,0,594,0.576,1
150708,5,rpm,210,273,5.0,5.0,533,3661,0,594,0.576,1
150728,5,rpm,909,273,5.0,5.0,533,3661,0,594,0.576,1
150749,5,rpm,113,273,5.0,5.0,533,3661,0,594,0.576,1
150769,5,rpm,346,273,5.0,5.0,533,3661,0,594,0.576,1
150790,5,rpm,920,273,5.0,5.0,533,3661,0,594,0.576,1
150811,5,rpm,132,273,5.0,5.0,533,3661,0,594,0.577,1
150831,5,rpm,349,273,5.0,5.0,533,3661,0,594,0.577,1
150852,5,rpm,821,273,5.0,5.0,533,3661,0,595,0.577,1
150872,5,rpm,194,273,5.0,5.0,533,3661,0,595,0.577,1
150893,5,rpm,469,273,5.0,5.0,533,3661,0,595,0.577,1
150914,5,rpm,676,274,5.0,5.0,533,3661,0,595,0.577,1
150934,5,rpm,292,274,5.0,5.0,533,3661,0,595,0.577,1
150955,5,rpm,988,274,5.0,5.0,533,3661,0,595,0.577,1
150975,5,rpm,84,274,5.0,5.0,533,3661,0,595,0.577,1
150996,5,rpm,352,274,5.0,5.0,533,3661,0,595,0.577,1
151017,5,rpm,863,274,5.0,5.0,533,3661,0,595,0.577,1
151037,5,rpm,141,274,5.0,5.0,533,3661,0,595,0.578,1
151058,5,rpm,350,274,5.0,5.0,533,3661,0,595,0.578,1
151079,5,rpm,802,274,5.0,5.0,533,3661,0,596,0.578,1
151099,5,rpm,211,274,5.0,5.0,533,3661,0,596,0.578,1
151120,5,rpm,587,274,5.0,5.0,533,3661,0,596,0.578,1
151140,5,rpm,449,274,5.0,5.0,533,3661,0,596,0.578,1
151161,5,rpm,334,274,5.0,5.0,533,3661,0,596,0.578,1
151181,5,rpm,931,274,5.0,5.0,533,3661,0,596,0.578,1
151202,5,rpm,96,274,5.0,5.0,533,3661,0,596,0.578,1
151223,5,rpm,354,274,5.0,5.0,533,3661,0,596,0.578,1
151243,5,rpm,855,274,5.0,5.0,533,3661,0,596,0.578,1
151264,5,rpm,151,274,5.0,5.0,533,3661,0,596,0.579,1
151285,5,rpm,345,274,5.0,5.0,533,3661,0,597,0.579,1
151305,5,rpm,754,274,5.0,5.0,533,3661,0,597,0.579,1
151326,5,rpm,215,274,5.0,5.0,533,3661,0,597,0.579,1
151346,5,rpm,727,274,5.0,5.0,533,3661,0,597,0.579,1
151367,5,rpm,261,274,5.0,5.0,533,3661,0,597,0.579,1
151388,5,rpm,302,274,5.0,5.0,533,3661,0,597,0.579,1
151408,5,rpm,881,274,5.0,5.0,533,3661,0,597,0.579,1
151429,5,rpm,103,274,5.0,5.0,533,3661,0,597,0.579,1
151449,5,rpm,299,274,5.0,5.0,533,3661,0,597,0.579,1
151470,5,rpm,787,274,5.0,5.0,533,3661,0,597,0.579,1
151490,5,rpm,143,274,5.0,5.0,533,3661,0,597,0.58,1
151511,5,rpm,312,274,5.0,5.0,533,3661,0,598,0.58,1
151532,5,rpm,644,274,5.0,5.0,533,3661,0,598,0.58,1
151552,5,rpm,203,274,5.0,5.0,533,3661,0,598,0.58,1
151573,5,rpm,780,274,5.0,5.0,533,3661,0,598,0.58,1
151593,5,rpm,165,274,5.0,5.0,533,3661,0,598,0.58,1
151614,5,rpm,225,274,5.0,5.0,533,3661,0,598,0.58,1
151635,5,rpm,770,274,5.0,5.0,533,3661,0,598,0.58,1
151655,5,rpm,91,274,5.0,5.0,533,3661,0,598,0.58,1
151676,5,rpm,214,274,5.0,5.0,533,3661,0,598,0.58,1
151696,5,rpm,698,274,5.0,5.0,533,3661,0,598,0.58,1
151717,5,rpm,106,274,5.0,5.0,533,3661,0,598,0.581,1
151738,5,rpm,193,274,5.0,5.0,533,3661,0,599,0.581,1
151758,5,rpm,601,274,5.0,5.0,533,3661,0,599,0.581,1
151779,5,rpm,138,275,5.0,5.0,533,3661,0,599,0.581,1
151799,5,rpm,622,275,5.0,5.0,533,3661,0,599,0.581,1
151820,5,rpm,65,275,5.0,5.0,533,3661,0,599,0.581,1
151840,5,rpm,124,275,5.0,5.0,533,3661,0,599,0.581,1
151861,5,rpm,329,275,5.0,5.0,533,3661,0,599,0.581,1
151882,5,rpm,-864,275,5.0,5.0,533,3661,0,599,0.581,1
151902,5,rpm,-953,275,5.0,5.0,533,3661,0,599,0.581,1
151923,5,rpm,-1117,275,5.0,5.0,533,3661,0,599,0.581,1
151944,5,rpm,-101,275,5.0,5.0,533,3661,0,600,0.582,1
151964,5,rpm,-60,275,5.0,5.0,533,3661,0,600,0.582,1
151985,5,rpm,-53,275,5.0,5.0,533,3661,0,600,0.582,1
152006,5,rpm,-49,275,5.0,5.0,533,3661,0,600,0.582,1
152026,5,rpm,-135,275,5.0,5.0,533,3661,0,600,0.582,1
152047,5,rpm,-52,275,5.0,5.0,533,3661,0,600,0.582,1
152067,5,rpm,-55,275,5.0,5.0,533,3661,0,600,0.582,1
152088,5,rpm,-65,276,5.0,5.0,533,3661,0,600,0.582,1
152109,5,rpm,-31,276,5.0,5.0,533,3661,0,600,0.582,1
152129,5,rpm,-45,276,5.0,5.0,533,3661,0,600,0.582,1
152150,5,rpm,-22,276,5.0,5.0,533,3661,0,600,0.582,1
152170,5,rpm,-15,276,5.0,5.0,533,3661,0,601,0.583,1
152191,5,rpm,-18,276,5.0,5.0,533,3661,0,601,0.583,1
152212,5,rpm,-8,276,5.0,5.0,533,3661,0,601,0.583,1
152232,5,rpm,-4,276,5.0,5.0,533,3661,0,601,0.583,1
152253,5,rpm,13,276,5.0,5.0,533,3661,0,601,0.583,1
152273,5,rpm,15,277,5.0,5.0,533,3661,0,601,0.583,1
152294,5,rpm,29,277,5.0,5.0,533,3661,0,601,0.583,1
152315,5,rpm,166,277,5.0,5.0,533,3661,0,601,0.583,1
152335,5,rpm,63,277,5.0,5.0,533,3661,0,601,0.583,1
152356,5,rpm,105,277,5.0,5.0,533,3661,0,601,0.583,1
152377,5,rpm,316,277,5.0,5.0,533,3661,0,602,0.583,1
152397,5,rpm,98,277,5.0,5.0,533,3661,0,602,0.584,1
152418,5,rpm,511,277,5.0,5.0,533,3661,0,602,0.584,1
152438,5,rpm,156,277,5.0,5.0,533,3661,0,602,0.584,1
152459,5,rpm,174,277,5.0,5.0,533,3661,0,602,0.584,1
152479,5,rpm,840,277,5.0,5.0,533,3661,0,602,0.584,1
152500,5,rpm,81,278,5.0,5.0,533,3661,0,602,0.584,1
152521,5,rpm,230,278,5.0,5.0,533,3661,0,602,0.584,1
152541,5,rpm,794,278,5.0,5.0,533,3661,0,602,0.584,1
152562,5,rpm,123,278,5.0,5.0,533,3661,0,602,0.584,1
152583,5,rpm,305,278,5.0,5.0,533,3661,0,602,0.584,1
152603,5,rpm,736,278,5.0,5.0,533,3661,0,603,0.584,1
152624,5,rpm,199,278,5.0,5.0,533,3661,0,603,0.585,1
152644,5,rpm,859,278,5.0,5.0,533,3661,0,603,0.585,1
152665,5,rpm,146,278,5.0,5.0,533,3661,0,603,0.585,1
152686,5,rpm,332,278,5.0,5.0,533,3661,0,603,0.585,1
152706,5,rpm,887,278,5.0,5.0,533,3661,0,603,0.585,1
152727,5,rpm,100,278,5.0,5.0,533,3661,0,603,0.585,1
152747,5,rpm,386,278,5.0,5.0,533,3661,0,603,0.585,1
152768,5,rpm,778,278,5.0,5.0,533,3661,0,603,0.585,1
152789,5,rpm,182,278,5.0,5.0,533,3661,0,603,0.585,1
152809,5,rpm,378,278,5.0,5.0,533,3661,0,604,0.585,1
152830,5,rpm,709,278,5.0,5.0,533,3661,0,604,0.586,1
152851,5,rpm,267,278,5.0,5.0,533,3661,0,604,0.586,1
152871,5,rpm,949,278,5.0,5.0,533,3661,0,604,0.586,1
152892,5,rpm,75,278,5.0,5.0,533,3661,0,604,0.586,1
152912,5,rpm,325,278,5.0,5.0,533,3661,0,604,0.586,1
152933,5,rpm,833,278,5.0,5.0,533,3661,0,604,0.586,1
152954,5,rpm,129,278,5.0,5.0,533,3661,0,604,0.586,1
152974,5,rpm,376,278,5.0,5.0,533,3661,0,604,0.586,1
152995,5,rpm,734,278,5.0,5.0,533,3661,0,604,0.586,1
153015,5,rpm,199,278,5.0,5.0,533,3661,0,604,0.586,1
153036,5,rpm,473,278,5.0,5.0,533,3661,0,605,0.586,1
153057,5,rpm,510,278,5.0,5.0,533,3661,0,605,0.587,1
153077,5,rpm,306,278,5.0,5.0,533,3661,0,605,0.587,1
153098,5,rpm,900,278,5.0,5.0,533,3661,0,605,0.587,1
153119,5,rpm,78,278,5.0,5.0,533,3661,0,605,0.587,1
153139,5,rpm,353,278,5.0,5.0,533,3661,0,605,0.587,1
153160,5,rpm,796,278,5.0,5.0,533,3661,0,605,0.587,1
153180,5,rpm,117,278,5.0,5.0,533,3661,0,605,0.587,1
153201,5,rpm,361,278,5.0,5.0,533,3661,0,605,0.587,1
153221,5,rpm,708,278,5.0,5.0,533,3661,0,605,0.587,1
153242,5,rpm,198,278,5.0,5.0,533,3661,0,606,0.587,1
153263,5,rpm,874,278,5.0,5.0,533,3661,0,606,0.587,1
153283,5,rpm,112,278,5.0,5.0,533,3661,0,606,0.588,1
153304,5,rpm,273,278,5.0,5.0,533,3661,0,606,0.588,1
153325,5,rpm,807,277,5.0,5.0,533,3661,0,606,0.588,1
153345,5,rpm,85,277,5.0,5.0,533,3661,0,606,0.588,1
153366,5,rpm,279,277,5.0,5.0,533,3661,0,606,0.588,1
153386,5,rpm,754,277,5.0,5.0,533,3661,0,606,0.588,1
153407,5,rpm,129,277,5.0,5.0,533,3661,0,606,0.588,1
153428,5,rpm,279,277,5.0,5.0,533,3661,0,606,0.588,1
153448,5,rpm,684,277,5.0,5.0,533,3661,0,606,0.588,1
153469,5,rpm,177,277,5.0,5.0,533,3661,0,607,0.588,1
153489,5,rpm,823,277,5.0,5.0,533,3661,0,607,0.588,1
153510,5,rpm,73,277,5.0,5.0,533,3661,0,607,0.589,1
153531,5,rpm,192,277,5.0,5.0,533,3661,0,607,0.589,1
153551,5,rpm,748,277,5.0,5.0,533,3661,0,607,0.589,1
153572,5,rpm,84,277,5.0,5.0,533,3661,0,607,0.589,1
153593,5,rpm,197,276,5.0,5.0,533,3661,0,607,0.589,1
153613,5,rpm,660,276,5.0,5.0,533,3661,0,607,0.589,1
153634,5,rpm,97,276,5.0,5.0,533,3661,0,607,0.589,1
153654,5,rpm,189,276,5.0,5.0,533,3661,0,607,0.589,1
153675,5,rpm,576,276,5.0,5.0,533,3661,0,608,0.589,1
153696,5,rpm,141,276,5.0,5.0,533,3661,0,608,0.589,1
153716,5,rpm,473,276,5.0,5.0,533,3661,0,608,0.589,1
153737,5,rpm,120,276,5.0,5.0,533,3661,0,608,0.59,1
153757,5,rpm,121,276,5.0,5.0,533,3661,0,608,0.59,1
153778,5,rpm,-582,276,5.0,5.0,533,3661,0,608,0.59,1
153799,5,rpm,-666,276,5.0,5.0,533,3661,0,608,0.59,1
153819,5,rpm,-467,276,5.0,5.0,533,3661,0,608,0.59,1
153840,5,rpm,-112,276,5.0,5.0,533,3661,0,608,0.59,1
153860,5,rpm,-12,276,5.0,5.0,533,3661,0,608,0.59,1
153881,5,rpm,-49,276,5.0,5.0,533,3661,0,608,0.59,1
153902,5,rpm,-53,276,5.0,5.0,533,3661,0,609,0.59,1
153922,5,rpm,-58,276,5.0,5.0,533,3661,0,609,0.59,1
153943,5,rpm,-88,276,5.0,5.0,533,3661,0,609,0.591,1
153964,5,rpm,-29,276,5.0,5.0,533,3661,0,609,0.591,1
153984,5,rpm,-53,276,5.0,5.0,533,3661,0,609,0.591,1
154005,5,rpm,-69,275,5.0,5.0,533,3661,0,609,0.591,1
154026,5,rpm,-30,275,5.0,5.0,533,3661,0,609,0.591,1
154046,5,rpm,-39,275,5.0,5.0,533,3661,0,609,0.591,1
154067,5,rpm,-33,275,5.0,5.0,533,3661,0,609,0.591,1
154087,5,rpm,-21,275,5.0,5.0,533,3661,0,609,0.591,1
154108,5,rpm,-17,275,5.0,5.0,533,3661,0,610,0.591,1
154129,5,rpm,3,275,5.0,5.0,533,3661,0,610,0.591,1
154149,5,rpm,5,275,5.0,5.0,533,3661,0,610,0.591,1
154170,5,rpm,51,275,5.0,5.0,533,3661,0,610,0.592,1
154190,5,rpm,39,275,5.0,5.0,533,3661,0,610,0.592,1
154211,5,rpm,59,275,5.0,5.0,533,3661,0,610,0.592,1
154232,5,rpm,217,275,5.0,5.0,533,3661,0,610,0.592,1
154252,5,rpm,69,275,5.0,5.0,533,3661,0,610,0.592,1
154273,5,rpm,117,275,5.0,5.0,533,3661,0,610,0.592,1
154294,5,rpm,413,275,5.0,5.0,533,3661,0,610,0.592,1
154314,5,rpm,118,275,5.0,5.0,533,3661,0,610,0.592,1
154335,5,rpm,401,275,5.0,5.0,533,3661,0,611,0.592,1
154355,5,rpm,381,275,5.0,5.0,533,3661,0,611,0.592,1
154376,5,rpm,199,275,5.0,5.0,533,3661,0,611,0.592,1
154397,5,rpm,897,275,5.0,5.0,533,3661,0,611,0.593,1
154417,5,rpm,82,275,5.0,5.0,533,3661,0,611,0.593,1
154438,5,rpm,256,275,5.0,5.0,533,3661,0,611,0.593,1
154458,5,rpm,786,275,5.0,5.0,533,3661,0,611,0.593,1
154479,5,rpm,131,275,5.0,5.0,533,3661,0,611,0.593,1
154500,5,rpm,304,275,5.0,5.0,533,3661,0,611,0.593,1
154520,5,rpm,759,275,5.0,5.0,533,3661,0,611,0.593,1
154541,5,rpm,218,275,5.0,5.0,533,3661,0,612,0.593,1
154561,5,rpm,818,275,5.0,5.0,533,3661,0,612,0.593,1
154582,5,rpm,162,275,5.0,5.0,533,3661,0,612,0.593,1
154603,5,rpm,347,275,5.0,5.0,533,3661,0,612,0.593,1
154623,5,rpm,875,275,5.0,5.0,533,3661,0,612,0.594,1
154644,5,rpm,109,275,5.0,5.0,533,3661,0,612,0.594,1
154664,5,rpm,369,274,5.0,5.0,533,3661,0,612,0.594,1
154685,5,rpm,755,274,5.0,5.0,533,3661,0,612,0.594,1
154706,5,rpm,164,274,5.0,5.0,533,3661,0,612,0.594,1
154726,5,rpm,350,274,5.0,5.0,533,3661,0,612,0.594,1
154747,5,rpm,708,274,5.0,5.0,533,3661,0,612,0.594,1
154767,5,rpm,247,274,5.0,5.0,533,3661,0,613,0.594,1
154788,5,rpm,876,274,5.0,5.0,533,3661,0,613,0.594,1
154809,5,rpm,104,274,5.0,5.0,533,3661,0,613,0.594,1
154829,5,rpm,344,274,5.0,5.0,533,3661,0,613,0.594,1
154850,5,rpm,816,274,5.0,5.0,533,3661,0,613,0.595,1
154870,5,rpm,105,274,5.0,5.0,533,3661,0,613,0.595,1
154891,5,rpm,349,274,5.0,5.0,533,3661,0,613,0.595,1
154911,5,rpm,727,273,5.0,5.0,533,3661,0,613,0.595,1
154932,5,rpm,177,273,5.0,5.0,533,3661,0,613,0.595,1
154953,5,rpm,376,273,5.0,5.0,533,3661,0,613,0.595,1
154973,5,rpm,645,273,5.0,5.0,533,3661,0,613,0.595,1
154994,5,rpm,294,273,5.0,5.0,533,3661,0,614,0.595,1
155014,5,rpm,890,273,5.0,5.0,533,3661,0,614,0.595,1
155035,5,rpm,72,273,5.0,5.0,533,3661,0,614,0.595,1
155056,5,rpm,347,273,5.0,5.0,533,3661,0,614,0.595,1
155076,5,rpm,778,272,5.0,5.0,533,3661,0,614,0.596,1
155097,5,rpm,119,272,5.0,5.0,533,3661,0,614,0.596,1
155117,5,rpm,326,272,5.0,5.0,533,3661,0,614,0.596,1
155138,5,rpm,705,272,5.0,5.0,533,3661,0,614,0.596,1
155158,5,rpm,175,272,5.0,5.0,533,3661,0,614,0.596,1
155179,5,rpm,454,272,5.0,5.0,533,3661,0,614,0.596,1
155200,5,rpm,476,272,5.0,5.0,533,3661,0,615,0.596,1
155220,5,rpm,256,272,5.0,5.0,533,3661,0,615,0.596,1
155241,5,rpm,853,272,5.0,5.0,533,3661,0,615,0.596,1
155261,5,rpm,77,271,5.0,5.0,533,3661,0,615,0.596,1
