t,sp,unit,r_flw,f_flw,rpm_cmd,rpm_sp,sps,top,cal%,vol_uL,mass_g,pumpOn,mitos,,sensirion_ul_AVG,mitos_ul_AVG,weighed_mass_g,flow_box_weight_g,,sensirion_ul_CV_raw,sensirion_ul_CV_filtered,mitos_ul_CV
638165,500,uL/min,437,462,10.2,5,1087,1796,0,2809,2.725,1,,,,,,,,,,
638186,500,uL/min,627,462,10.2,5,1087,1796,0,2809,2.725,1,,,,,,,,,,
638208,500,uL/min,910,462,10.2,5,1087,1796,0,2810,2.725,1,,,,,,,,,,
638229,500,uL/min,594,462,10.2,5,1087,1796,0,2810,2.725,1,,,,,,,,,,
638250,500,uL/min,653,462,10.2,5,1087,1795,0,2810,2.726,1,,,,,,,,,,
638271,500,uL/min,866,462,10.2,5,1087,1795,0,2810,2.726,1,,,,,,,,,,
638292,500,uL/min,1107,462,10.2,5,1087,1795,0,2810,2.726,1,,,,,,,,,,
638313,500,uL/min,1029,462,10.2,5,1087,1795,0,2810,2.726,1,,,,,,,,,,
638334,500,uL/min,580,462,10.2,5,1087,1795,0,2811,2.726,1,,,,,,,,,,
638355,500,uL/min,936,462,10.2,5,1089,1793,0,2811,2.726,1,,,,,,,,,,
638376,500,uL/min,1059,462,10.2,5,1089,1793,0,2811,2.727,1,,,,,,,,,,
638397,500,uL/min,1186,462,10.2,5,1089,1793,0,2811,2.727,1,,,,,,,,,,
638418,500,uL/min,492,462,10.2,5,1089,1793,0,2811,2.727,1,,,,,,,,,,
638439,500,uL/min,884,462,10.2,5,1089,1793,0,2811,2.727,1,,,,,,,,,,
638460,500,uL/min,981,462,10.2,5,1090,1791,0,2812,2.727,1,,,,,,,,,,
638482,500,uL/min,1158,462,10.2,5,1090,1791,0,2812,2.727,1,,,,,,,,,,
638503,500,uL/min,542,462,10.2,5,1090,1791,0,2812,2.727,1,,,,,,,,,,
638524,500,uL/min,785,463,10.2,5,1090,1791,0,2812,2.728,1,,,,,,,,,,
638545,500,uL/min,980,463,10.2,5,1090,1791,0,2812,2.728,1,,,,,,,,,,
638566,500,uL/min,1139,463,10.2,5,1091,1790,0,2812,2.728,1,,,,,,,,,,
638587,500,uL/min,621,463,10.2,5,1091,1790,0,2812,2.728,1,,,,,,,,,,
638608,500,uL/min,695,463,10.2,5,1091,1790,0,2813,2.728,1,,,,,,,,,,
638629,500,uL/min,903,463,10.2,5,1091,1790,0,2813,2.728,1,,,,,,,,,,
638650,500,uL/min,995,463,10.2,5,1091,1790,0,2813,2.729,1,,,,,,,,,,
638671,500,uL/min,748,463,10.2,5,1092,1788,0,2813,2.729,1,,,,,,,,,,
638692,500,uL/min,455,463,10.2,5,1092,1788,0,2813,2.729,1,,,,,,,,,,
638713,500,uL/min,788,463,10.2,5,1092,1788,0,2813,2.729,1,,,,,,,,,,
638735,500,uL/min,817,463,10.2,5,1092,1788,0,2814,2.729,1,,,,,,,,,,
638756,500,uL/min,796,463,10.2,5,1092,1788,0,2814,2.729,1,,,,,,,,,,
638777,500,uL/min,256,463,10.2,5,1092,1787,0,2814,2.73,1,,,,,,,,,,
638798,500,uL/min,460,463,10.2,5,1092,1787,0,2814,2.73,1,,,,,,,,,,
638819,500,uL/min,-735,463,10.2,5,1092,1787,0,2814,2.73,1,,,,,,,,,,
638840,500,uL/min,-2060,464,10.2,5,1092,1787,0,2814,2.73,1,,,,,,,,,,
638861,500,uL/min,-131,464,10.2,5,1092,1787,0,2815,2.73,1,,,,,,,,,,
638882,500,uL/min,-187,464,10.2,5,1093,1786,0,2815,2.73,1,,,,,,,,,,
638903,500,uL/min,-85,464,10.2,5,1093,1786,0,2815,2.73,1,,,,,,,,,,
638924,500,uL/min,-87,464,10.2,5,1093,1786,0,2815,2.731,1,,,,,,,,,,
638946,500,uL/min,-78,464,10.2,5,1093,1786,0,2815,2.731,1,,,,,,,,,,
638967,500,uL/min,-53,464,10.2,5,1093,1786,0,2815,2.731,1,,,,,,,,,,
638988,500,uL/min,-19,464,10.3,5,1094,1785,0,2816,2.731,1,,,,,,,,,,
639009,500,uL/min,24,464,10.3,5,1094,1785,0,2816,2.731,1,,,,,,,,,,
639030,500,uL/min,113,465,10.3,5,1094,1785,0,2816,2.731,1,,,,,,,,,,
639051,500,uL/min,243,465,10.3,5,1094,1785,0,2816,2.732,1,,,,,,,,,,
639072,500,uL/min,439,465,10.3,5,1094,1785,0,2816,2.732,1,,,,,,,,,,
639093,500,uL/min,716,465,10.3,5,1094,1785,0,2816,2.732,1,,,,,,,,,,
639114,500,uL/min,942,465,10.3,5,1094,1785,0,2817,2.732,1,,,,,,,,,,
639135,500,uL/min,411,465,10.3,5,1094,1785,0,2817,2.732,1,,,,,,,,,,
639156,500,uL/min,843,465,10.3,5,1094,1785,0,2817,2.732,1,,,,,,,,,,
639178,500,uL/min,879,465,10.3,5,1094,1785,0,2817,2.733,1,,,,,,,,,,
639199,500,uL/min,1180,466,10.3,5,1094,1784,0,2817,2.733,1,,,,,,,,,,
639220,500,uL/min,622,466,10.3,5,1094,1784,0,2817,2.733,1,,,,,,,,,,
639241,500,uL/min,819,466,10.3,5,1094,1784,0,2818,2.733,1,,,,,,,,,,
639262,500,uL/min,916,466,10.3,5,1094,1784,0,2818,2.733,1,,,,,,,,,,
639283,500,uL/min,1149,466,10.3,5,1094,1784,0,2818,2.733,1,,,,,,,,,,
639304,500,uL/min,914,466,10.3,5,1095,1783,0,2818,2.733,1,,,,,,,,,,
639325,500,uL/min,551,466,10.3,5,1095,1783,0,2818,2.734,1,,,,,,,,,,
639346,500,uL/min,917,467,10.3,5,1095,1783,0,2818,2.734,1,,,,,,,,,,
639367,500,uL/min,1019,467,10.3,5,1095,1783,0,2819,2.734,1,,,,,,,,,,
639388,500,uL/min,1136,467,10.3,5,1095,1783,0,2819,2.734,1,,,,,,,,,,
639410,500,uL/min,501,467,10.3,5,1095,1782,0,2819,2.734,1,,,,,,,,,,
639431,500,uL/min,893,467,10.3,5,1095,1782,0,2819,2.734,1,,,,,,,,,,
639452,500,uL/min,946,467,10.3,5,1095,1782,0,2819,2.735,1,,,,,,,,,,
639473,500,uL/min,1175,468,10.3,5,1095,1782,0,2819,2.735,1,,,,,,,,,,
639494,500,uL/min,584,468,10.3,5,1095,1782,0,2820,2.735,1,,,,,,,,,,
639515,500,uL/min,647,468,10.3,5,1096,1781,0,2820,2.735,1,,,,,,,,,,
639536,500,uL/min,922,468,10.3,5,1096,1781,0,2820,2.735,1,,,,,,,,,,
639557,500,uL/min,1028,468,10.3,5,1096,1781,0,2820,2.735,1,,,,,,,,,,
639578,500,uL/min,699,468,10.3,5,1096,1781,0,2820,2.736,1,,,,,,,,,,
639599,500,uL/min,482,468,10.3,5,1096,1781,0,2820,2.736,1,,,,,,,,,,
639621,500,uL/min,775,469,10.3,5,1096,1781,0,2821,2.736,1,,,,,,,,,,
639642,500,uL/min,780,469,10.3,5,1096,1781,0,2821,2.736,1,,,,,,,,,,
639663,500,uL/min,717,469,10.3,5,1096,1781,0,2821,2.736,1,,,,,,,,,,
639684,500,uL/min,286,469,10.3,5,1096,1781,0,2821,2.736,1,,,,,,,,,,
639705,500,uL/min,559,469,10.3,5,1096,1781,0,2821,2.737,1,,,,,,,,,,
639726,500,uL/min,469,470,10.3,5,1097,1780,0,2821,2.737,1,,,,,,,,,,
639747,500,uL/min,-474,470,10.3,5,1097,1780,0,2821,2.737,1,,,,,,,,,,
639768,500,uL/min,-1239,470,10.3,5,1097,1780,0,2822,2.737,1,,,,,,,,,,
639789,500,uL/min,-217,470,10.3,5,1097,1780,0,2822,2.737,1,,,,,,,,,,
639810,500,uL/min,-158,470,10.3,5,1097,1780,0,2822,2.737,1,,,,,,,,,,
639831,500,uL/min,-72,470,10.3,5,1097,1780,0,2822,2.737,1,,,,,,,,,,
639853,500,uL/min,-60,471,10.3,5,1097,1780,0,2822,2.738,1,,,,,,,,,,
639874,500,uL/min,-84,471,10.3,5,1097,1780,0,2822,2.738,1,,,,,,,,,,
639895,500,uL/min,-44,471,10.3,5,1097,1780,0,2823,2.738,1,,,,,,,,,,
639916,500,uL/min,-5,471,10.3,5,1097,1780,0,2823,2.738,1,,,,,,,,,,
639937,500,uL/min,40,472,10.3,5,1097,1780,0,2823,2.738,1,,,,,,,,,,
639958,500,uL/min,125,472,10.3,5,1097,1780,0,2823,2.738,1,,,,,,,,,,
639979,500,uL/min,353,472,10.3,5,1097,1780,0,2823,2.739,1,,,,,,,,,,
640000,500,uL/min,613,472,10.3,5,1097,1780,0,2823,2.739,1,,,,,,,,,,
640021,500,uL/min,870,472,10.3,5,1097,1780,0,2824,2.739,1,,,,,,,,,,
640042,500,uL/min,368,473,10.3,5,1096,1781,0,2824,2.739,1,,,,,,,,,,
640064,500,uL/min,810,473,10.3,5,1096,1781,0,2824,2.739,1,,,,,,,,,,
640085,500,uL/min,844,473,10.3,5,1096,1781,0,2824,2.739,1,,,,,,,,,,
640106,500,uL/min,1081,473,10.3,5,1096,1781,0,2824,2.74,1,,,,,,,,,,
640127,500,uL/min,796,474,10.3,5,1096,1781,0,2824,2.74,1,,,,,,,,,,
640148,500,uL/min,676,474,10.3,5,1096,1781,0,2825,2.74,1,,,,,,,,,,
640169,500,uL/min,901,474,10.3,5,1096,1781,0,2825,2.74,1,,,,,,,,,,
640190,500,uL/min,1120,474,10.3,5,1096,1781,0,2825,2.74,1,,,,,,,,,,
640211,500,uL/min,1075,474,10.3,5,1096,1781,0,2825,2.74,1,,,,,,,,,,
640232,500,uL/min,487,475,10.3,5,1096,1781,0,2825,2.741,1,,,,,,,,,,
640253,500,uL/min,877,475,10.3,5,1096,1781,0,2825,2.741,1,,,,,,,,,,
640274,500,uL/min,945,475,10.3,5,1096,1781,0,2826,2.741,1,,,,,,,,,,
640295,500,uL/min,1218,475,10.3,5,1096,1781,0,2826,2.741,1,,,,,,,,,,
640316,500,uL/min,506,476,10.3,5,1096,1781,0,2826,2.741,1,,,,,,,,,,
640338,500,uL/min,918,476,10.3,5,1096,1781,0,2826,2.741,1,,,,,,,,,,
640359,500,uL/min,888,476,10.3,5,1096,1781,0,2826,2.742,1,,,,,,,,,,
640380,500,uL/min,1113,476,10.3,5,1096,1781,0,2826,2.742,1,,,,,,,,,,
640401,500,uL/min,710,477,10.3,5,1096,1781,0,2827,2.742,1,,,,,,,,,,
640422,500,uL/min,696,477,10.3,5,1096,1781,0,2827,2.742,1,,,,,,,,,,
640443,500,uL/min,885,477,10.3,5,1096,1781,0,2827,2.742,1,,,,,,,,,,
640464,500,uL/min,982,477,10.3,5,1096,1781,0,2827,2.742,1,,,,,,,,,,
640485,500,uL/min,977,478,10.3,5,1096,1781,0,2827,2.742,1,,,,,,,,,,
640506,500,uL/min,342,478,10.3,5,1096,1781,0,2827,2.743,1,,,,,,,,,,
640527,500,uL/min,763,478,10.3,5,1096,1781,0,2828,2.743,1,,,,,,,,,,
640548,500,uL/min,784,478,10.3,5,1096,1781,0,2828,2.743,1,,,,,,,,,,
640569,500,uL/min,870,479,10.3,5,1096,1781,0,2828,2.743,1,,,,,,,,,,
640590,500,uL/min,278,479,10.3,5,1096,1781,0,2828,2.743,1,,,,,,,,,,
640612,500,uL/min,593,479,10.3,5,1096,1781,0,2828,2.743,1,,,,,,,,,,
640633,500,uL/min,556,479,10.3,5,1096,1781,0,2828,2.744,1,,,,,,,,,,
640654,500,uL/min,491,480,10.3,5,1096,1781,0,2829,2.744,1,,,,,,,,,,
640675,500,uL/min,-1086,480,10.3,5,1095,1782,0,2829,2.744,1,,,,,,,,,,
640696,500,uL/min,-1028,480,10.3,5,1095,1782,0,2829,2.744,1,,,,,,,,,,
640717,500,uL/min,-394,480,10.3,5,1095,1782,0,2829,2.744,1,,,,,,,,,,
640738,500,uL/min,-159,481,10.3,5,1095,1782,0,2829,2.744,1,,,,,,,,,,
640759,500,uL/min,-59,481,10.3,5,1095,1782,0,2830,2.745,1,,,,,,,,,,
640780,500,uL/min,-49,481,10.3,5,1095,1783,0,2830,2.745,1,,,,,,,,,,
640802,500,uL/min,-67,482,10.3,5,1095,1783,0,2830,2.745,1,,,,,,,,,,
640823,500,uL/min,-33,482,10.3,5,1095,1783,0,2830,2.745,1,,,,,,,,,,
640844,500,uL/min,2,482,10.3,5,1095,1783,0,2830,2.745,1,,,,,,,,,,
640865,500,uL/min,43,482,10.3,5,1095,1783,0,2830,2.745,1,,,,,,,,,,
640886,500,uL/min,208,483,10.3,5,1094,1784,0,2831,2.746,1,,,,,,,,,,
640907,500,uL/min,416,483,10.3,5,1094,1784,0,2831,2.746,1,,,,,,,,,,
640928,500,uL/min,776,483,10.3,5,1094,1784,0,2831,2.746,1,,,,,,,,,,
640949,500,uL/min,398,484,10.3,5,1094,1784,0,2831,2.746,1,,,,,,,,,,
640970,500,uL/min,768,484,10.3,5,1094,1784,0,2831,2.746,1,,,,,,,,,,
640992,500,uL/min,830,484,10.3,5,1094,1785,0,2831,2.746,1,,,,,,,,,,
641013,500,uL/min,1015,485,10.3,5,1094,1785,0,2832,2.747,1,,,,,,,,,,
641034,500,uL/min,898,485,10.3,5,1094,1785,0,2832,2.747,1,,,,,,,,,,
641055,500,uL/min,548,485,10.3,5,1094,1785,0,2832,2.747,1,,,,,,,,,,
641076,500,uL/min,938,485,10.3,5,1094,1785,0,2832,2.747,1,,,,,,,,,,
641097,500,uL/min,1072,486,10.2,5,1093,1786,0,2832,2.747,1,,,,,,,,,,
641118,500,uL/min,1176,486,10.2,5,1093,1786,0,2832,2.747,1,,,,,,,,,,
641139,500,uL/min,475,486,10.2,5,1093,1786,0,2833,2.748,1,,,,,,,,,,
641160,500,uL/min,901,487,10.2,5,1093,1786,0,2833,2.748,1,,,,,,,,,,
641181,500,uL/min,909,487,10.2,5,1093,1786,0,2833,2.748,1,,,,,,,,,,
641203,500,uL/min,1207,487,10.2,5,1093,1786,0,2833,2.748,1,,,,,,,,,,
641224,500,uL/min,564,488,10.2,5,1093,1786,0,2833,2.748,1,,,,,,,,,,
641245,500,uL/min,877,488,10.2,5,1093,1786,0,2833,2.748,1,,,,,,,,,,
641266,500,uL/min,888,488,10.2,5,1093,1786,0,2834,2.749,1,,,,,,,,,,
641287,500,uL/min,1129,488,10.2,5,1093,1786,0,2834,2.749,1,,,,,,,,,,
641308,500,uL/min,796,489,10.2,5,1092,1787,0,2834,2.749,1,,,,,,,,,,
641329,500,uL/min,604,489,10.2,5,1092,1787,0,2834,2.749,1,,,,,,,,,,
641350,500,uL/min,903,489,10.2,5,1092,1787,0,2834,2.749,1,,,,,,,,,,
641372,500,uL/min,936,490,10.2,5,1092,1787,0,2834,2.749,1,,,,,,,,,,
641393,500,uL/min,970,490,10.2,5,1092,1787,0,2835,2.75,1,,,,,,,,,,
641414,500,uL/min,380,490,10.2,5,1092,1788,0,2835,2.75,1,,,,,,,,,,
641435,500,uL/min,822,491,10.2,5,1092,1788,0,2835,2.75,1,,,,,,,,,,
641456,500,uL/min,777,491,10.2,5,1092,1788,0,2835,2.75,1,,,,,,,,,,
641477,500,uL/min,847,491,10.2,5,1092,1788,0,2835,2.75,1,,,,,,,,,,
641498,500,uL/min,310,491,10.2,5,1092,1788,0,2835,2.75,1,,,,,,,,,,
641519,500,uL/min,621,492,10.2,5,1091,1789,0,2836,2.751,1,,,,,,,,,,
641540,500,uL/min,551,492,10.2,5,1091,1789,0,2836,2.751,1,,,,,,,,,,
641561,500,uL/min,582,492,10.2,5,1091,1789,0,2836,2.751,1,,,,,,,,,,
641582,500,uL/min,184,493,10.2,5,1091,1789,0,2836,2.751,1,,,,,,,,,,
641604,500,uL/min,-762,493,10.2,5,1091,1789,0,2836,2.751,1,,,,,,,,,,
641625,500,uL/min,-847,493,10.2,5,1090,1791,0,2837,2.751,1,,,,,,,,,,
641646,500,uL/min,-260,494,10.2,5,1090,1791,0,2837,2.752,1,,,,,,,,,,
641667,500,uL/min,-83,494,10.2,5,1090,1791,0,2837,2.752,1,,,,,,,,,,
641688,500,uL/min,-35,494,10.2,5,1090,1791,0,2837,2.752,1,,,,,,,,,,
641709,500,uL/min,-61,494,10.2,5,1090,1791,0,2837,2.752,1,,,,,,,,,,
641730,500,uL/min,-77,495,10.2,5,1089,1792,0,2837,2.752,1,,,,,,,,,,
641751,500,uL/min,-31,495,10.2,5,1089,1792,0,2838,2.752,1,,,,,,,,,,
641773,500,uL/min,2,495,10.2,5,1089,1792,0,2838,2.753,1,,,,,,,,,,
641794,500,uL/min,80,496,10.2,5,1089,1792,0,2838,2.753,1,,,,,,,,,,
641815,500,uL/min,301,496,10.2,5,1089,1792,0,2838,2.753,1,,,,,,,,,,
641836,500,uL/min,650,496,10.2,5,1088,1794,0,2838,2.753,1,,,,,,,,,,
641857,500,uL/min,318,497,10.2,5,1088,1794,0,2838,2.753,1,,,,,,,,,,
641878,500,uL/min,728,497,10.2,5,1088,1794,0,2839,2.753,1,,,,,,,,,,
641899,500,uL/min,872,497,10.2,5,1088,1794,0,2839,2.754,1,,,,,,,,,,
641920,500,uL/min,1079,498,10.2,5,1088,1794,0,2839,2.754,1,,,,,,,,,,
641941,500,uL/min,663,498,10.2,5,1087,1796,0,2839,2.754,1,,,,,,,,,,
641963,500,uL/min,703,498,10.2,5,1087,1796,0,2839,2.754,1,,,,,,,,,,
641984,500,uL/min,890,499,10.2,5,1087,1796,0,2840,2.754,1,,,,,,,,,,
642005,500,uL/min,1160,499,10.2,5,1087,1796,0,2840,2.754,1,,,,,,,,,,
642026,500,uL/min,909,499,10.2,5,1087,1796,0,2840,2.755,1,,,,,,,,,,
642047,500,uL/min,596,499,10.2,5,1086,1797,0,2840,2.755,1,,,,,,,,,,
642068,500,uL/min,884,500,10.2,5,1086,1797,0,2840,2.755,1,,,,,,,,,,
642089,500,uL/min,1058,500,10.2,5,1086,1797,0,2840,2.755,1,,,,,,,,,,
642110,500,uL/min,1104,500,10.2,5,1086,1797,0,2841,2.755,1,,,,,,,,,,
642131,500,uL/min,424,501,10.2,5,1086,1797,0,2841,2.756,1,,,,,,,,,,
642152,500,uL/min,933,501,10.2,5,1086,1798,0,2841,2.756,1,,,,,,,,,,
642174,500,uL/min,991,501,10.2,5,1086,1798,0,2841,2.756,1,,,,,,,,,,
642195,500,uL/min,1177,502,10.2,5,1086,1798,0,2841,2.756,1,,,,,,,,,,
642216,500,uL/min,478,502,10.2,5,1086,1798,0,2841,2.756,1,,,,,,,,,,
642237,500,uL/min,899,502,10.2,5,1086,1798,0,2842,2.756,1,,,,,,,,,,
642258,500,uL/min,903,502,10.2,5,1084,1800,0,2842,2.757,1,,,,,,,,,,
642279,500,uL/min,1109,503,10.2,5,1084,1800,0,2842,2.757,1,,,,,,,,,,
642300,500,uL/min,558,503,10.2,5,1084,1800,0,2842,2.757,1,,,,,,,,,,
642321,500,uL/min,726,503,10.2,5,1084,1800,0,2842,2.757,1,,,,,,,,,,
642342,500,uL/min,814,504,10.2,5,1084,1800,0,2842,2.757,1,,,,,,,,,,
642363,500,uL/min,947,504,10.2,5,1084,1801,0,2843,2.757,1,,,,,,,,,,
642385,500,uL/min,411,504,10.2,5,1084,1801,0,2843,2.758,1,,,,,,,,,,
642406,500,uL/min,620,504,10.2,5,1084,1801,0,2843,2.758,1,,,,,,,,,,
642427,500,uL/min,711,505,10.2,5,1084,1801,0,2843,2.758,1,,,,,,,,,,
642448,500,uL/min,642,505,10.2,5,1084,1801,0,2843,2.758,1,,,,,,,,,,
642469,500,uL/min,361,505,10.1,5,1083,1803,0,2844,2.758,1,,,,,,,,,,
642490,500,uL/min,-415,506,10.1,5,1083,1803,0,2844,2.758,1,,,,,,,,,,
642511,500,uL/min,-707,506,10.1,5,1083,1803,0,2844,2.759,1,,,,,,,,,,
642532,500,uL/min,-493,506,10.1,5,1083,1803,0,2844,2.759,1,,,,,,,,,,
642553,500,uL/min,-166,506,10.1,5,1083,1803,0,2844,2.759,1,,,,,,,,,,
642574,500,uL/min,-59,507,10.1,5,1081,1805,0,2844,2.759,1,,,,,,,,,,
642596,500,uL/min,-43,507,10.1,5,1081,1805,0,2845,2.759,1,,,,,,,,,,
642617,500,uL/min,-81,507,10.1,5,1081,1805,0,2845,2.759,1,,,,,,,,,,
642638,500,uL/min,-92,508,10.1,5,1081,1805,0,2845,2.76,1,,,,,,,,,,
642659,500,uL/min,-21,508,10.1,5,1081,1805,0,2845,2.76,1,,,,,,,,,,
642680,500,uL/min,6,508,10.1,5,1080,1807,0,2845,2.76,1,,,,,,,,,,
642701,500,uL/min,58,508,10.1,5,1080,1807,0,2846,2.76,1,,,,,,,,,,
642722,500,uL/min,222,509,10.1,5,1080,1807,0,2846,2.76,1,,,,,,,,,,
642743,500,uL/min,239,509,10.1,5,1080,1807,0,2846,2.761,1,,,,,,,,,,
642764,500,uL/min,471,509,10.1,5,1080,1807,0,2846,2.761,1,,,,,,,,,,
642785,500,uL/min,842,510,10.1,5,1079,1809,0,2846,2.761,1,,,,,,,,,,
642807,500,uL/min,1017,510,10.1,5,1079,1809,0,2846,2.761,1,,,,,,,,,,
642828,500,uL/min,416,510,10.1,5,1079,1809,0,2847,2.761,1,,,,,,,,,,
642849,500,uL/min,834,510,10.1,5,1079,1809,0,2847,2.761,1,,,,,,,,,,
642870,500,uL/min,904,511,10.1,5,1079,1809,0,2847,2.762,1,,,,,,,,,,
642891,500,uL/min,1269,511,10.1,5,1078,1811,0,2847,2.762,1,,,,,,,,,,
642912,500,uL/min,555,511,10.1,5,1078,1811,0,2847,2.762,1,,,,,,,,,,
642933,500,uL/min,931,511,10.1,5,1078,1811,0,2847,2.762,1,,,,,,,,,,
642954,500,uL/min,910,512,10.1,5,1078,1811,0,2848,2.762,1,,,,,,,,,,
642975,500,uL/min,1213,512,10.1,5,1078,1811,0,2848,2.762,1,,,,,,,,,,
642996,500,uL/min,763,512,10.1,5,1077,1812,0,2848,2.763,1,,,,,,,,,,
643017,500,uL/min,649,513,10.1,5,1077,1812,0,2848,2.763,1,,,,,,,,,,
643039,500,uL/min,865,513,10.1,5,1077,1812,0,2848,2.763,1,,,,,,,,,,
643060,500,uL/min,1151,513,10.1,5,1077,1812,0,2849,2.763,1,,,,,,,,,,
643081,500,uL/min,841,513,10.1,5,1077,1812,0,2849,2.763,1,,,,,,,,,,
643102,500,uL/min,648,513,10.1,5,1076,1814,0,2849,2.763,1,,,,,,,,,,
643123,500,uL/min,901,514,10.1,5,1076,1814,0,2849,2.764,1,,,,,,,,,,
643144,500,uL/min,1140,514,10.1,5,1076,1814,0,2849,2.764,1,,,,,,,,,,
643165,500,uL/min,780,514,10.1,5,1076,1814,0,2849,2.764,1,,,,,,,,,,
643186,500,uL/min,683,514,10.1,5,1076,1814,0,2850,2.764,1,,,,,,,,,,
643207,500,uL/min,879,515,10.1,5,1075,1816,0,2850,2.764,1,,,,,,,,,,
643228,500,uL/min,1024,515,10.1,5,1075,1816,0,2850,2.765,1,,,,,,,,,,
643249,500,uL/min,917,515,10.1,5,1075,1816,0,2850,2.765,1,,,,,,,,,,
643271,500,uL/min,402,515,10.1,5,1075,1816,0,2850,2.765,1,,,,,,,,,,
643292,500,uL/min,801,516,10.1,5,1075,1816,0,2851,2.765,1,,,,,,,,,,
643313,500,uL/min,850,516,10.1,5,1074,1817,0,2851,2.765,1,,,,,,,,,,
643334,500,uL/min,638,516,10.1,5,1074,1817,0,2851,2.765,1,,,,,,,,,,
643355,500,uL/min,380,516,10.1,5,1074,1817,0,2851,2.766,1,,,,,,,,,,
643376,500,uL/min,583,516,10.1,5,1074,1817,0,2851,2.766,1,,,,,,,,,,
643397,500,uL/min,539,517,10.1,5,1074,1817,0,2851,2.766,1,,,,,,,,,,
643418,500,uL/min,-720,517,10.1,5,1073,1819,0,2852,2.766,1,,,,,,,,,,
643439,500,uL/min,-1193,517,10.1,5,1073,1819,0,2852,2.766,1,,,,,,,,,,
643460,500,uL/min,-319,517,10.1,5,1073,1819,0,2852,2.766,1,,,,,,,,,,
643481,500,uL/min,-159,517,10.1,5,1073,1819,0,2852,2.767,1,,,,,,,,,,
643503,500,uL/min,-73,518,10.1,5,1073,1819,0,2852,2.767,1,,,,,,,,,,
643524,500,uL/min,-54,518,10,5,1072,1821,0,2853,2.767,1,,,,,,,,,,
643545,500,uL/min,-56,518,10,5,1072,1821,0,2853,2.767,1,,,,,,,,,,
643566,500,uL/min,-66,518,10,5,1072,1821,0,2853,2.767,1,,,,,,,,,,
643587,500,uL/min,-30,519,10,5,1072,1821,0,2853,2.768,1,,,,,,,,,,
643608,500,uL/min,4,519,10,5,1072,1821,0,2853,2.768,1,,,,,,,,,,
643629,500,uL/min,41,519,10,5,1071,1823,0,2853,2.768,1,,,,,,,,,,
643650,500,uL/min,230,519,10,5,1071,1823,0,2854,2.768,1,,,,,,,,,,
643671,500,uL/min,397,519,10,5,1071,1823,0,2854,2.768,1,,,,,,,,,,
643692,500,uL/min,329,520,10,5,1071,1823,0,2854,2.768,1,,,,,,,,,,
643714,500,uL/min,572,520,10,5,1071,1823,0,2854,2.769,1,,,,,,,,,,
643735,500,uL/min,932,520,10,5,1070,1825,0,2854,2.769,1,,,,,,,,,,
643756,500,uL/min,890,520,10,5,1070,1825,0,2855,2.769,1,,,,,,,,,,
643777,500,uL/min,494,520,10,5,1070,1825,0,2855,2.769,1,,,,,,,,,,
643798,500,uL/min,828,521,10,5,1070,1825,0,2855,2.769,1,,,,,,,,,,
643819,500,uL/min,1074,521,10,5,1070,1825,0,2855,2.769,1,,,,,,,,,,
643840,500,uL/min,1084,521,10,5,1068,1827,0,2855,2.77,1,,,,,,,,,,
643861,500,uL/min,536,521,10,5,1068,1827,0,2855,2.77,1,,,,,,,,,,
643882,500,uL/min,912,521,10,5,1068,1827,0,2856,2.77,1,,,,,,,,,,
643903,500,uL/min,1055,521,10,5,1068,1827,0,2856,2.77,1,,,,,,,,,,
643925,500,uL/min,1162,522,10,5,1068,1827,0,2856,2.77,1,,,,,,,,,,
643946,500,uL/min,454,522,10,5,1067,1829,0,2856,2.771,1,,,,,,,,,,
643967,500,uL/min,895,522,10,5,1067,1829,0,2856,2.771,1,,,,,,,,,,
643988,500,uL/min,1022,522,10,5,1067,1829,0,2857,2.771,1,,,,,,,,,,
644009,500,uL/min,1055,522,10,5,1067,1829,0,2857,2.771,1,,,,,,,,,,
644030,500,uL/min,509,522,10,5,1067,1829,0,2857,2.771,1,,,,,,,,,,
644051,500,uL/min,913,522,10,5,1067,1830,0,2857,2.771,1,,,,,,,,,,
644072,500,uL/min,1049,523,10,5,1067,1830,0,2857,2.772,1,,,,,,,,,,
644093,500,uL/min,1144,523,10,5,1067,1830,0,2858,2.772,1,,,,,,,,,,
644115,500,uL/min,420,523,10,5,1067,1830,0,2858,2.772,1,,,,,,,,,,
644136,500,uL/min,863,523,10,5,1067,1830,0,2858,2.772,1,,,,,,,,,,
644157,500,uL/min,991,523,10,5,1066,1832,0,2858,2.772,1,,,,,,,,,,
644178,500,uL/min,1063,523,10,5,1066,1832,0,2858,2.773,1,,,,,,,,,,
644199,500,uL/min,351,523,10,5,1066,1832,0,2858,2.773,1,,,,,,,,,,
644220,500,uL/min,803,523,10,5,1066,1832,0,2859,2.773,1,,,,,,,,,,
644241,500,uL/min,853,524,10,5,1066,1832,0,2859,2.773,1,,,,,,,,,,
644262,500,uL/min,706,524,10,5,1065,1833,0,2859,2.773,1,,,,,,,,,,
644283,500,uL/min,346,524,10,5,1065,1833,0,2859,2.773,1,,,,,,,,,,
644305,500,uL/min,590,524,10,5,1065,1833,0,2859,2.774,1,,,,,,,,,,
644326,500,uL/min,590,524,10,5,1065,1833,0,2860,2.774,1,,,,,,,,,,
644347,500,uL/min,-617,524,10,5,1065,1833,0,2860,2.774,1,,,,,,,,,,
