t,sp,unit,r_flw,f_flw,rpm_cmd,rpm_sp,sps,top,cal%,vol_uL,mass_g,pumpOn,mitos,,sensirion_ul_AVG,mitos_ul_AVG,weighed_mass_g,flow_box_weight_g,,sensirion_ul_CV_raw,sensirion_ul_CV_filtered,mitos_ul_CV
300281,500,uL/min,656,350,7.7,5,819,2385,0,11,0.01,1,752.2,,,,,,,,,
300302,500,uL/min,350,352,7.7,5,819,2385,0,11,0.011,1,705.4,,,,,,,,,
300323,500,uL/min,495,354,7.7,5,819,2385,0,11,0.011,1,727.8,,,,,,,,,
300344,500,uL/min,412,356,7.7,5,819,2385,0,11,0.011,1,751.2,,,,,,,,,
300365,500,uL/min,366,357,7.7,5,819,2385,0,11,0.011,1,678.6,,,,,,,,,
300386,500,uL/min,402,359,7.7,5,818,2386,0,11,0.011,1,622,,,,,,,,,
300407,500,uL/min,102,361,7.7,5,818,2386,0,11,0.011,1,711.4,,,,,,,,,
300428,500,uL/min,-1269,363,7.7,5,818,2386,0,12,0.011,1,764,,,,,,,,,
300449,500,uL/min,-941,365,7.7,5,818,2386,0,12,0.011,1,740.2,,,,,,,,,
300470,500,uL/min,-296,366,7.7,5,818,2386,0,12,0.011,1,602,,,,,,,,,
300491,500,uL/min,-82,368,7.7,5,818,2388,0,12,0.012,1,787.8,,,,,,,,,
300512,500,uL/min,9,370,7.7,5,818,2388,0,12,0.012,1,718.8,,,,,,,,,
300533,500,uL/min,-74,372,7.7,5,818,2388,0,12,0.012,1,664,,,,,,,,,
300554,500,uL/min,-95,374,7.7,5,818,2388,0,12,0.012,1,706.8,,,,,,,,,
300575,500,uL/min,-83,375,7.7,5,818,2388,0,12,0.012,1,676.4,,,,,,,,,
300596,500,uL/min,-44,377,7.7,5,817,2391,0,13,0.012,1,740.4,,,,,,,,,
300617,500,uL/min,-13,379,7.7,5,817,2391,0,13,0.012,1,681.4,,,,,,,,,
300638,500,uL/min,-18,380,7.7,5,817,2391,0,13,0.013,1,700.6,,,,,,,,,
300659,500,uL/min,2,382,7.7,5,817,2391,0,13,0.013,1,381.4,,,,,,,,,
300680,500,uL/min,35,384,7.7,5,817,2391,0,13,0.013,1,-64.4,,,,,,,,,
300701,500,uL/min,55,385,7.6,5,816,2393,0,13,0.013,1,-0.8,,,,,,,,,
300722,500,uL/min,248,387,7.6,5,816,2393,0,13,0.013,1,-765.8,,,,,,,,,
300743,500,uL/min,187,389,7.6,5,816,2393,0,14,0.013,1,9.2,,,,,,,,,
300764,500,uL/min,368,390,7.6,5,816,2393,0,14,0.013,1,608.6,,,,,,,,,
300785,500,uL/min,377,392,7.6,5,816,2393,0,14,0.013,1,-28.6,,,,,,,,,
300806,500,uL/min,444,393,7.6,5,815,2395,0,14,0.014,1,608,,,,,,,,,
300827,500,uL/min,838,395,7.6,5,815,2395,0,14,0.014,1,-321,,,,,,,,,
300848,500,uL/min,319,397,7.6,5,815,2395,0,14,0.014,1,766.2,,,,,,,,,
300869,500,uL/min,831,398,7.6,5,815,2395,0,14,0.014,1,468.4,,,,,,,,,
300890,500,uL/min,500,400,7.6,5,815,2395,0,15,0.014,1,336.2,,,,,,,,,
300911,500,uL/min,760,401,7.6,5,815,2396,0,15,0.014,1,650.8,,,,,,,,,
300932,500,uL/min,812,403,7.6,5,815,2396,0,15,0.014,1,518.8,,,,,,,,,
300953,500,uL/min,621,404,7.6,5,815,2396,0,15,0.015,1,378,,,,,,,,,
300974,500,uL/min,1309,405,7.6,5,815,2396,0,15,0.015,1,648.8,,,,,,,,,
300996,500,uL/min,501,407,7.6,5,815,2396,0,15,0.015,1,484.8,,,,,,,,,
301017,500,uL/min,974,408,7.6,5,814,2397,0,15,0.015,1,-40.8,,,,,,,,,
301038,500,uL/min,670,410,7.6,5,814,2397,0,16,0.015,1,532.2,,,,,,,,,
301059,500,uL/min,768,411,7.6,5,814,2397,0,16,0.015,1,-40,,,,,,,,,
301080,500,uL/min,747,412,7.6,5,814,2397,0,16,0.015,1,199.8,,,,,,,,,
301101,500,uL/min,681,414,7.6,5,814,2397,0,16,0.015,1,-58.4,,,,,,,,,
301122,500,uL/min,1286,415,7.6,5,814,2397,0,16,0.016,1,427.8,,,,,,,,,
301143,500,uL/min,460,416,7.6,5,814,2397,0,16,0.016,1,-540.8,,,,,,,,,
301164,500,uL/min,947,418,7.6,5,814,2397,0,16,0.016,1,-4.8,,,,,,,,,
301185,500,uL/min,607,419,7.6,5,814,2397,0,17,0.016,1,753.4,,,,,,,,,
301206,500,uL/min,787,420,7.6,5,814,2397,0,17,0.016,1,-36.6,,,,,,,,,
301227,500,uL/min,695,421,7.6,5,814,2397,0,17,0.016,1,604,,,,,,,,,
301248,500,uL/min,769,423,7.6,5,814,2397,0,17,0.016,1,56.6,,,,,,,,,
301269,500,uL/min,1364,424,7.6,5,814,2397,0,17,0.017,1,278.4,,,,,,,,,
301290,500,uL/min,462,425,7.6,5,814,2397,0,17,0.017,1,731.8,,,,,,,,,
301311,500,uL/min,960,426,7.6,5,814,2397,0,17,0.017,1,35.4,,,,,,,,,
301332,500,uL/min,586,427,7.6,5,814,2397,0,18,0.017,1,699.6,,,,,,,,,
301353,500,uL/min,753,428,7.6,5,814,2397,0,18,0.017,1,779.8,,,,,,,,,
301374,500,uL/min,596,429,7.6,5,814,2397,0,18,0.017,1,724.2,,,,,,,,,
301395,500,uL/min,764,431,7.6,5,814,2397,0,18,0.017,1,501.6,,,,,,,,,
301416,500,uL/min,1082,432,7.6,5,814,2397,0,18,0.018,1,624.2,,,,,,,,,
301437,500,uL/min,322,433,7.6,5,814,2397,0,18,0.018,1,743.4,,,,,,,,,
301458,500,uL/min,873,434,7.6,5,814,2397,0,18,0.018,1,154,,,,,,,,,
301479,500,uL/min,392,435,7.6,5,814,2397,0,19,0.018,1,361.2,,,,,,,,,
301500,500,uL/min,591,436,7.6,5,814,2397,0,19,0.018,1,-14.4,,,,,,,,,
301521,500,uL/min,378,437,7.6,5,814,2397,0,19,0.018,1,116,,,,,,,,,
301542,500,uL/min,560,438,7.6,5,814,2397,0,19,0.019,1,799.4,,,,,,,,,
301563,500,uL/min,637,439,7.6,5,814,2397,0,19,0.019,1,438,,,,,,,,,
301584,500,uL/min,246,440,7.6,5,814,2397,0,19,0.019,1,793.4,,,,,,,,,
301605,500,uL/min,481,441,7.6,5,814,2397,0,20,0.019,1,213.6,,,,,,,,,
301626,500,uL/min,126,442,7.6,5,814,2397,0,20,0.019,1,695.2,,,,,,,,,
301647,500,uL/min,-1201,442,7.6,5,814,2397,0,20,0.019,1,763.2,,,,,,,,,
301668,500,uL/min,-306,443,7.6,5,814,2397,0,20,0.019,1,510.4,,,,,,,,,
301689,500,uL/min,-22,444,7.6,5,814,2397,0,20,0.02,1,795.6,,,,,,,,,
301710,500,uL/min,6,445,7.6,5,814,2397,0,20,0.02,1,807.4,,,,,,,,,
301732,500,uL/min,9,446,7.6,5,814,2397,0,21,0.02,1,794.2,,,,,,,,,
301752,500,uL/min,-86,447,7.6,5,814,2398,0,21,0.02,1,434,,,,,,,,,
301774,500,uL/min,-73,448,7.6,5,814,2398,0,21,0.02,1,817.8,,,,,,,,,
301795,500,uL/min,-65,448,7.6,5,814,2398,0,21,0.02,1,633.6,,,,,,,,,
301816,500,uL/min,-62,449,7.6,5,814,2398,0,21,0.02,1,-8.6,,,,,,,,,
301837,500,uL/min,-29,450,7.6,5,814,2398,0,21,0.021,1,442.6,,,,,,,,,
301858,500,uL/min,-28,451,7.6,5,814,2398,0,21,0.021,1,-44.2,,,,,,,,,
301879,500,uL/min,0,452,7.6,5,814,2398,0,22,0.021,1,161.2,,,,,,,,,
301900,500,uL/min,27,452,7.6,5,814,2398,0,22,0.021,1,-382.2,,,,,,,,,
301921,500,uL/min,37,453,7.6,5,814,2398,0,22,0.021,1,457.4,,,,,,,,,
301942,500,uL/min,145,454,7.6,5,814,2398,0,22,0.021,1,401.4,,,,,,,,,
301963,500,uL/min,173,455,7.6,5,814,2397,0,22,0.022,1,672.4,,,,,,,,,
301984,500,uL/min,314,455,7.6,5,814,2397,0,22,0.022,1,620,,,,,,,,,
302005,500,uL/min,389,456,7.6,5,814,2397,0,23,0.022,1,-697.4,,,,,,,,,
302026,500,uL/min,305,457,7.6,5,814,2397,0,23,0.022,1,497,,,,,,,,,
302047,500,uL/min,800,457,7.6,5,814,2397,0,23,0.022,1,418,,,,,,,,,
302068,500,uL/min,366,458,7.6,5,815,2396,0,23,0.022,1,675.8,,,,,,,,,
302089,500,uL/min,705,459,7.6,5,815,2396,0,23,0.023,1,245.4,,,,,,,,,
302110,500,uL/min,532,459,7.6,5,815,2396,0,23,0.023,1,619.8,,,,,,,,,
302131,500,uL/min,641,460,7.6,5,815,2396,0,24,0.023,1,556.8,,,,,,,,,
302152,500,uL/min,1134,460,7.6,5,815,2396,0,24,0.023,1,27,,,,,,,,,
302173,500,uL/min,375,461,7.6,5,815,2395,0,24,0.023,1,451.2,,,,,,,,,
302194,500,uL/min,1255,462,7.6,5,815,2395,0,24,0.023,1,713.6,,,,,,,,,
302215,500,uL/min,592,462,7.6,5,815,2395,0,24,0.023,1,626.6,,,,,,,,,
302236,500,uL/min,882,463,7.6,5,815,2395,0,24,0.024,1,9.8,,,,,,,,,
302257,500,uL/min,723,463,7.6,5,815,2395,0,24,0.024,1,573.6,,,,,,,,,
302278,500,uL/min,791,464,7.6,5,816,2393,0,25,0.024,1,728,,,,,,,,,
302300,500,uL/min,1084,464,7.6,5,816,2393,0,25,0.024,1,479.6,,,,,,,,,
302321,500,uL/min,359,465,7.6,5,816,2393,0,25,0.024,1,368.4,,,,,,,,,
302342,500,uL/min,1266,465,7.6,5,816,2393,0,25,0.024,1,588,,,,,,,,,
302363,500,uL/min,561,465,7.6,5,816,2393,0,25,0.025,1,-513.6,,,,,,,,,
302384,500,uL/min,875,466,7.7,5,817,2390,0,25,0.025,1,486.2,,,,,,,,,
302405,500,uL/min,657,466,7.7,5,817,2390,0,26,0.025,1,280.8,,,,,,,,,
302426,500,uL/min,751,467,7.7,5,817,2390,0,26,0.025,1,574.2,,,,,,,,,
302447,500,uL/min,861,467,7.7,5,817,2390,0,26,0.025,1,16.8,,,,,,,,,
302468,500,uL/min,592,467,7.7,5,817,2390,0,26,0.025,1,378.2,,,,,,,,,
302489,500,uL/min,1314,468,7.7,5,818,2387,0,26,0.026,1,-18.2,,,,,,,,,
302510,500,uL/min,564,468,7.7,5,818,2387,0,26,0.026,1,427.6,,,,,,,,,
302531,500,uL/min,856,468,7.7,5,818,2387,0,27,0.026,1,-7,,,,,,,,,
302552,500,uL/min,643,469,7.7,5,818,2387,0,27,0.026,1,498.8,,,,,,,,,
302573,500,uL/min,769,469,7.7,5,818,2387,0,27,0.026,1,-19.8,,,,,,,,,
302594,500,uL/min,795,469,7.7,5,819,2384,0,27,0.026,1,-409.8,,,,,,,,,
302615,500,uL/min,522,470,7.7,5,819,2384,0,27,0.026,1,-54.2,,,,,,,,,
302636,500,uL/min,1110,470,7.7,5,819,2384,0,27,0.027,1,780.4,,,,,,,,,
302657,500,uL/min,422,470,7.7,5,819,2384,0,28,0.027,1,12.2,,,,,,,,,
302678,500,uL/min,764,470,7.7,5,819,2384,0,28,0.027,1,282.4,,,,,,,,,
302699,500,uL/min,459,471,7.7,5,820,2381,0,28,0.027,1,618.6,,,,,,,,,
302720,500,uL/min,631,471,7.7,5,820,2381,0,28,0.027,1,68.8,,,,,,,,,
302741,500,uL/min,549,471,7.7,5,820,2381,0,28,0.027,1,306.4,,,,,,,,,
302762,500,uL/min,414,471,7.7,5,820,2381,0,28,0.028,1,717.4,,,,,,,,,
302783,500,uL/min,720,471,7.7,5,820,2381,0,29,0.028,1,20,,,,,,,,,
302804,500,uL/min,246,472,7.7,5,821,2378,0,29,0.028,1,681.6,,,,,,,,,
302825,500,uL/min,307,472,7.7,5,821,2378,0,29,0.028,1,106.4,,,,,,,,,
302846,500,uL/min,173,472,7.7,5,821,2378,0,29,0.028,1,252.4,,,,,,,,,
302867,500,uL/min,-52,472,7.7,5,821,2378,0,29,0.028,1,48.6,,,,,,,,,
302888,500,uL/min,-2264,472,7.7,5,821,2378,0,29,0.029,1,181,,,,,,,,,
302909,500,uL/min,-331,472,7.7,5,822,2375,0,30,0.029,1,46,,,,,,,,,
302930,500,uL/min,-390,473,7.7,5,822,2375,0,30,0.029,1,25.4,,,,,,,,,
302951,500,uL/min,-19,473,7.7,5,822,2375,0,30,0.029,1,231.8,,,,,,,,,
302972,500,uL/min,-32,473,7.7,5,822,2375,0,30,0.029,1,-237.2,,,,,,,,,
302993,500,uL/min,-112,473,7.7,5,822,2375,0,30,0.029,1,478.4,,,,,,,,,
303014,500,uL/min,-76,473,7.7,5,823,2373,0,30,0.029,1,489.6,,,,,,,,,
303035,500,uL/min,-62,473,7.7,5,823,2373,0,31,0.03,1,-3.6,,,,,,,,,
303056,500,uL/min,-17,473,7.7,5,823,2373,0,31,0.03,1,-38,,,,,,,,,
303078,500,uL/min,-12,473,7.7,5,823,2373,0,31,0.03,1,397.8,,,,,,,,,
303099,500,uL/min,-3,473,7.7,5,823,2373,0,31,0.03,1,-538.2,,,,,,,,,
303120,500,uL/min,25,474,7.7,5,824,2370,0,31,0.03,1,-56,,,,,,,,,
303141,500,uL/min,56,474,7.7,5,824,2370,0,31,0.03,1,355,,,,,,,,,
303162,500,uL/min,148,474,7.7,5,824,2370,0,32,0.031,1,-45.6,,,,,,,,,
303183,500,uL/min,316,474,7.7,5,824,2370,0,32,0.031,1,348.4,,,,,,,,,
303204,500,uL/min,204,474,7.7,5,824,2370,0,32,0.031,1,758.4,,,,,,,,,
303225,500,uL/min,577,474,7.7,5,825,2366,0,32,0.031,1,221.6,,,,,,,,,
303246,500,uL/min,343,474,7.7,5,825,2366,0,32,0.031,1,723.4,,,,,,,,,
303267,500,uL/min,556,474,7.7,5,825,2366,0,32,0.031,1,44.4,,,,,,,,,
303288,500,uL/min,520,474,7.7,5,825,2366,0,33,0.032,1,158,,,,,,,,,
303309,500,uL/min,517,474,7.7,5,825,2366,0,33,0.032,1,411,,,,,,,,,
303330,500,uL/min,1015,474,7.7,5,827,2362,0,33,0.032,1,711.6,,,,,,,,,
303351,500,uL/min,381,474,7.7,5,827,2362,0,33,0.032,1,36.6,,,,,,,,,
303372,500,uL/min,1034,474,7.7,5,827,2362,0,33,0.032,1,691.8,,,,,,,,,
303393,500,uL/min,665,474,7.7,5,827,2362,0,33,0.032,1,737.6,,,,,,,,,
303414,500,uL/min,743,474,7.7,5,827,2362,0,34,0.033,1,751.2,,,,,,,,,
303435,500,uL/min,1145,474,7.8,5,828,2357,0,34,0.033,1,29.6,,,,,,,,,
303456,500,uL/min,465,474,7.8,5,828,2357,0,34,0.033,1,205.2,,,,,,,,,
303477,500,uL/min,1262,474,7.8,5,828,2357,0,34,0.033,1,327.4,,,,,,,,,
303498,500,uL/min,592,474,7.8,5,828,2357,0,34,0.033,1,366.6,,,,,,,,,
303519,500,uL/min,809,473,7.8,5,828,2357,0,34,0.033,1,-15.8,,,,,,,,,
303540,500,uL/min,667,473,7.8,5,830,2352,0,35,0.034,1,335,,,,,,,,,
303561,500,uL/min,714,473,7.8,5,830,2352,0,35,0.034,1,18.2,,,,,,,,,
303582,500,uL/min,1174,473,7.8,5,830,2352,0,35,0.034,1,-805.2,,,,,,,,,
303603,500,uL/min,439,473,7.8,5,830,2352,0,35,0.034,1,-611,,,,,,,,,
303624,500,uL/min,1147,473,7.8,5,830,2352,0,35,0.034,1,501.2,,,,,,,,,
303645,500,uL/min,673,473,7.8,5,832,2346,0,35,0.034,1,468.8,,,,,,,,,
303666,500,uL/min,806,473,7.8,5,832,2346,0,36,0.034,1,47.8,,,,,,,,,
303687,500,uL/min,920,472,7.8,5,832,2346,0,36,0.035,1,721.6,,,,,,,,,
303708,500,uL/min,605,472,7.8,5,832,2346,0,36,0.035,1,396.4,,,,,,,,,
303729,500,uL/min,1343,472,7.8,5,832,2346,0,36,0.035,1,669.2,,,,,,,,,
303750,500,uL/min,494,472,7.8,5,834,2341,0,36,0.035,1,581.8,,,,,,,,,
303771,500,uL/min,874,472,7.8,5,834,2341,0,36,0.035,1,3.8,,,,,,,,,
303792,500,uL/min,595,472,7.8,5,834,2341,0,37,0.035,1,428.2,,,,,,,,,
303813,500,uL/min,745,471,7.8,5,834,2341,0,37,0.036,1,688.2,,,,,,,,,
303834,500,uL/min,890,471,7.8,5,834,2341,0,37,0.036,1,542.6,,,,,,,,,
303855,500,uL/min,420,471,7.8,5,836,2335,0,37,0.036,1,-51.4,,,,,,,,,
303876,500,uL/min,974,471,7.8,5,836,2335,0,37,0.036,1,-201.8,,,,,,,,,
303897,500,uL/min,419,471,7.8,5,836,2335,0,37,0.036,1,512,,,,,,,,,
303918,500,uL/min,569,470,7.8,5,836,2335,0,38,0.036,1,-562.4,,,,,,,,,
303939,500,uL/min,422,470,7.8,5,836,2335,0,38,0.037,1,510.6,,,,,,,,,
303960,500,uL/min,483,470,7.9,5,838,2330,0,38,0.037,1,95.4,,,,,,,,,
303981,500,uL/min,713,470,7.9,5,838,2330,0,38,0.037,1,759.4,,,,,,,,,
304002,500,uL/min,267,470,7.9,5,838,2330,0,38,0.037,1,122.4,,,,,,,,,
304023,500,uL/min,461,469,7.9,5,838,2330,0,38,0.037,1,761.4,,,,,,,,,
304044,500,uL/min,271,469,7.9,5,838,2330,0,39,0.037,1,729.2,,,,,,,,,
304065,500,uL/min,339,469,7.9,5,840,2324,0,39,0.038,1,786.2,,,,,,,,,
304087,500,uL/min,115,469,7.9,5,840,2324,0,39,0.038,1,716.2,,,,,,,,,
304107,500,uL/min,-1503,468,7.9,5,840,2324,0,39,0.038,1,681.6,,,,,,,,,
304129,500,uL/min,-615,468,7.9,5,840,2324,0,39,0.038,1,617,,,,,,,,,
304150,500,uL/min,-55,468,7.9,5,840,2324,0,39,0.038,1,743.2,,,,,,,,,
304171,500,uL/min,2,468,7.9,5,842,2319,0,40,0.038,1,175.2,,,,,,,,,
304192,500,uL/min,-66,467,7.9,5,842,2319,0,40,0.038,1,367.2,,,,,,,,,
304213,500,uL/min,-104,467,7.9,5,842,2319,0,40,0.039,1,725.6,,,,,,,,,
304234,500,uL/min,-120,467,7.9,5,842,2319,0,40,0.039,1,42.6,,,,,,,,,
304255,500,uL/min,-33,467,7.9,5,842,2319,0,40,0.039,1,780,,,,,,,,,
304276,500,uL/min,-17,466,7.9,5,844,2314,0,40,0.039,1,-33.6,,,,,,,,,
304297,500,uL/min,-14,466,7.9,5,844,2314,0,40,0.039,1,391.2,,,,,,,,,
304318,500,uL/min,4,466,7.9,5,844,2314,0,41,0.039,1,619.6,,,,,,,,,
304339,500,uL/min,41,466,7.9,5,844,2314,0,41,0.04,1,66.6,,,,,,,,,
304360,500,uL/min,73,466,7.9,5,844,2314,0,41,0.04,1,300.8,,,,,,,,,
304381,500,uL/min,289,465,7.9,5,846,2309,0,41,0.04,1,493.2,,,,,,,,,
304402,500,uL/min,209,465,7.9,5,846,2309,0,41,0.04,1,13.2,,,,,,,,,
304423,500,uL/min,353,465,7.9,5,846,2309,0,41,0.04,1,47.2,,,,,,,,,
304444,500,uL/min,644,465,7.9,5,846,2309,0,42,0.04,1,-31.2,,,,,,,,,
304465,500,uL/min,245,464,7.9,5,846,2309,0,42,0.041,1,-30.8,,,,,,,,,
304486,500,uL/min,761,464,7.9,5,848,2303,0,42,0.041,1,427,,,,,,,,,
304507,500,uL/min,478,464,7.9,5,848,2303,0,42,0.041,1,5.4,,,,,,,,,
304528,500,uL/min,569,464,7.9,5,848,2303,0,42,0.041,1,14.6,,,,,,,,,
304549,500,uL/min,788,463,7.9,5,848,2303,0,42,0.041,1,-456.4,,,,,,,,,
304570,500,uL/min,461,463,7.9,5,848,2303,0,43,0.041,1,20.8,,,,,,,,,
304591,500,uL/min,1166,463,8,5,850,2297,0,43,0.041,1,-55.6,,,,,,,,,
304612,500,uL/min,647,463,8,5,850,2297,0,43,0.042,1,341.6,,,,,,,,,
304633,500,uL/min,717,462,8,5,850,2297,0,43,0.042,1,-534.4,,,,,,,,,
304654,500,uL/min,1060,462,8,5,850,2297,0,43,0.042,1,178.8,,,,,,,,,
304675,500,uL/min,470,462,8,5,850,2297,0,43,0.042,1,492.2,,,,,,,,,
304696,500,uL/min,1226,461,8,5,852,2291,0,44,0.042,1,39,,,,,,,,,
304717,500,uL/min,619,461,8,5,852,2291,0,44,0.042,1,-102.4,,,,,,,,,
304738,500,uL/min,723,461,8,5,852,2291,0,44,0.043,1,267.4,,,,,,,,,
304759,500,uL/min,784,461,8,5,852,2291,0,44,0.043,1,-48.6,,,,,,,,,
304780,500,uL/min,646,460,8,5,852,2291,0,44,0.043,1,-5.6,,,,,,,,,
304801,500,uL/min,1366,460,8,5,854,2285,0,44,0.043,1,-50.6,,,,,,,,,
304822,500,uL/min,647,460,8,5,854,2285,0,45,0.043,1,-507.4,,,,,,,,,
304843,500,uL/min,817,459,8,5,854,2285,0,45,0.043,1,94.8,,,,,,,,,
304864,500,uL/min,865,459,8,5,854,2285,0,45,0.044,1,504.6,,,,,,,,,
304885,500,uL/min,559,459,8,5,854,2285,0,45,0.044,1,-31.6,,,,,,,,,
304907,500,uL/min,1276,459,8,5,857,2279,0,45,0.044,1,-50.2,,,,,,,,,
304928,500,uL/min,587,458,8,5,857,2279,0,45,0.044,1,425.6,,,,,,,,,
304949,500,uL/min,803,458,8,5,857,2279,0,46,0.044,1,-15.2,,,,,,,,,
304970,500,uL/min,658,458,8,5,857,2279,0,46,0.044,1,344.6,,,,,,,,,
304991,500,uL/min,618,457,8,5,857,2279,0,46,0.044,1,-19,,,,,,,,,
305012,500,uL/min,1112,457,8.1,5,859,2272,0,46,0.045,1,422.8,,,,,,,,,
305033,500,uL/min,465,457,8.1,5,859,2272,0,46,0.045,1,8.8,,,,,,,,,
305054,500,uL/min,660,457,8.1,5,859,2272,0,46,0.045,1,-210.8,,,,,,,,,
305075,500,uL/min,500,456,8.1,5,859,2272,0,46,0.045,1,75.4,,,,,,,,,
305096,500,uL/min,532,456,8.1,5,859,2272,0,47,0.045,1,-45.4,,,,,,,,,
305117,500,uL/min,786,456,8.1,5,862,2266,0,47,0.045,1,755.6,,,,,,,,,
305138,500,uL/min,319,455,8.1,5,862,2266,0,47,0.046,1,236.6,,,,,,,,,
305159,500,uL/min,511,455,8.1,5,862,2266,0,47,0.046,1,787.2,,,,,,,,,
305180,500,uL/min,352,455,8.1,5,862,2266,0,47,0.046,1,351.2,,,,,,,,,
305201,500,uL/min,368,455,8.1,5,862,2266,0,47,0.046,1,746.4,,,,,,,,,
305222,500,uL/min,561,454,8.1,5,863,2261,0,48,0.046,1,741.6,,,,,,,,,
305243,500,uL/min,220,454,8.1,5,863,2261,0,48,0.046,1,741.2,,,,,,,,,
305264,500,uL/min,264,454,8.1,5,863,2261,0,48,0.046,1,408.6,,,,,,,,,
305285,500,uL/min,-471,453,8.1,5,863,2261,0,48,0.047,1,712.4,,,,,,,,,
305306,500,uL/min,-926,453,8.1,5,863,2261,0,48,0.047,1,678.8,,,,,,,,,
305327,500,uL/min,-623,453,8.1,5,866,2255,0,48,0.047,1,755.8,,,,,,,,,
305348,500,uL/min,-46,453,8.1,5,866,2255,0,49,0.047,1,212.4,,,,,,,,,
305369,500,uL/min,-16,452,8.1,5,866,2255,0,49,0.047,1,715.4,,,,,,,,,
305390,500,uL/min,-72,452,8.1,5,866,2255,0,49,0.047,1,362.8,,,,,,,,,
305412,500,uL/min,-89,452,8.1,5,866,2255,0,49,0.048,1,718.4,,,,,,,,,
305433,500,uL/min,-86,452,8.1,5,868,2250,0,49,0.048,1,-1.6,,,,,,,,,
305454,500,uL/min,-31,452,8.1,5,868,2250,0,49,0.048,1,443.4,,,,,,,,,
305475,500,uL/min,-24,451,8.1,5,868,2250,0,49,0.048,1,-12.2,,,,,,,,,
305496,500,uL/min,-12,451,8.1,5,868,2250,0,50,0.048,1,-2.8,,,,,,,,,
305517,500,uL/min,14,451,8.1,5,868,2250,0,50,0.048,1,21.4,,,,,,,,,
305538,500,uL/min,135,451,8.2,5,870,2245,0,50,0.048,1,3.4,,,,,,,,,
305559,500,uL/min,164,450,8.2,5,870,2245,0,50,0.049,1,298.6,,,,,,,,,
305580,500,uL/min,268,450,8.2,5,870,2245,0,50,0.049,1,-2.2,,,,,,,,,
305601,500,uL/min,436,450,8.2,5,870,2245,0,50,0.049,1,574.8,,,,,,,,,
305622,500,uL/min,264,450,8.2,5,870,2245,0,51,0.049,1,-580.2,,,,,,,,,
305643,500,uL/min,717,450,8.2,5,872,2240,0,51,0.049,1,579,,,,,,,,,
305664,500,uL/min,470,449,8.2,5,872,2240,0,51,0.049,1,-843.2,,,,,,,,,
305685,500,uL/min,495,449,8.2,5,872,2240,0,51,0.05,1,753.4,,,,,,,,,
305706,500,uL/min,1019,449,8.2,5,872,2240,0,51,0.05,1,432,,,,,,,,,
305727,500,uL/min,458,449,8.2,5,872,2240,0,51,0.05,1,705.4,,,,,,,,,
305748,500,uL/min,864,449,8.2,5,873,2235,0,52,0.05,1,-341,,,,,,,,,
305769,500,uL/min,815,448,8.2,5,873,2235,0,52,0.05,1,729.2,,,,,,,,,
305790,500,uL/min,526,448,8.2,5,873,2235,0,52,0.05,1,277.6,,,,,,,,,
305811,500,uL/min,1362,448,8.2,5,873,2235,0,52,0.05,1,555.6,,,,,,,,,
305832,500,uL/min,675,448,8.2,5,873,2235,0,52,0.051,1,-0.6,,,,,,,,,
305853,500,uL/min,691,448,8.2,5,876,2229,0,52,0.051,1,-212.8,,,,,,,,,
305874,500,uL/min,831,447,8.2,5,876,2229,0,52,0.051,1,-18,,,,,,,,,
305895,500,uL/min,525,447,8.2,5,876,2229,0,53,0.051,1,493.2,,,,,,,,,
305916,500,uL/min,1230,447,8.2,5,876,2229,0,53,0.051,1,112.6,,,,,,,,,
305937,500,uL/min,739,447,8.2,5,876,2229,0,53,0.051,1,816.6,,,,,,,,,
305958,500,uL/min,662,447,8.2,5,878,2223,0,53,0.052,1,422.4,,,,,,,,,
305979,500,uL/min,1352,447,8.2,5,878,2223,0,53,0.052,1,775.2,,,,,,,,,
306000,500,uL/min,482,446,8.2,5,878,2223,0,53,0.052,1,821,,,,,,,,,
306021,500,uL/min,979,446,8.2,5,878,2223,0,54,0.052,1,639.8,,,,,,,,,
306042,500,uL/min,721,446,8.2,5,878,2223,0,54,0.052,1,765.8,,,,,,,,,
306063,500,uL/min,671,446,8.3,5,880,2218,0,54,0.052,1,552.8,,,,,,,,,
306084,500,uL/min,1216,446,8.3,5,880,2218,0,54,0.052,1,203,,,,,,,,,
306105,500,uL/min,563,445,8.3,5,880,2218,0,54,0.053,1,-58.8,,,,,,,,,
306126,500,uL/min,740,445,8.3,5,880,2218,0,54,0.053,1,360.8,,,,,,,,,
306147,500,uL/min,779,445,8.3,5,880,2218,0,55,0.053,1,-68.4,,,,,,,,,
306168,500,uL/min,503,445,8.3,5,883,2212,0,55,0.053,1,97.4,,,,,,,,,
306189,500,uL/min,1041,445,8.3,5,883,2212,0,55,0.053,1,-11.8,,,,,,,,,
306210,500,uL/min,496,445,8.3,5,883,2212,0,55,0.053,1,86.2,,,,,,,,,
306231,500,uL/min,509,444,8.3,5,883,2212,0,55,0.053,1,804.4,,,,,,,,,
306253,500,uL/min,728,444,8.3,5,883,2212,0,55,0.054,1,821.2,,,,,,,,,
306274,500,uL/min,338,444,8.3,5,885,2207,0,55,0.054,1,742.4,,,,,,,,,
306295,500,uL/min,608,444,8.3,5,885,2207,0,56,0.054,1,193.4,,,,,,,,,
306316,500,uL/min,372,444,8.3,5,885,2207,0,56,0.054,1,784.2,,,,,,,,,
